run_id,block,model_id,benchmark,unit_id,target_id,target_name,topology,intervention,n_agents,chain_length,target_agent_position,debate_rounds,peer_evidence,comm_threshold,temperature,seed,parameter_method,probe_id,probe_kind,variant_id,target_exact,target_token_f1,target_semantic,target_positive,system_exact,system_token_f1,system_semantic,system_positive,target_llm_judge,system_llm_judge,target_content_precision,target_content_recall,target_content_f1,system_content_precision,system_content_recall,system_content_f1,target_positive_content,system_positive_content
TSWEEP_30,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.3,0.0,42,none,TOFU:forget01:direct:00008,direct,v0,0.0,0.311111111111111,0.5057805180549622,0,0.0,0.311111111111111,0.5057805180549622,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TSWEEP_30,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.3,0.0,42,none,TOFU:forget01:indirect:00014,indirect,v0,0.0,0.3768115942028986,0.3912304043769836,0,0.0,0.3768115942028986,0.3912304043769836,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TSWEEP_30,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.3,0.0,42,none,TOFU:retain99:retain:02509,retain,v0,0.0,0.7234042553191489,0.8061496019363403,1,0.0,0.7234042553191489,0.8061496019363403,1,,,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.8333333333333334,0.4166666666666667,0.5555555555555556,1,1
TSWEEP_40,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.4,0.0,42,none,TOFU:forget01:direct:00008,direct,v0,0.0,0.311111111111111,0.5057805180549622,0,0.0,0.311111111111111,0.5057805180549622,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TSWEEP_40,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.4,0.0,42,none,TOFU:forget01:indirect:00014,indirect,v0,0.0,0.4927536231884057,0.5345224738121033,0,0.0,0.4927536231884057,0.5345224738121033,0,,,0.14285714285714285,0.2,0.16666666666666666,0.14285714285714285,0.2,0.16666666666666666,0,0
TSWEEP_40,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.4,0.0,42,none,TOFU:retain99:retain:02509,retain,v0,0.0,0.7234042553191489,0.8061496019363403,1,0.0,0.7234042553191489,0.8061496019363403,1,,,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.8333333333333334,0.4166666666666667,0.5555555555555556,1,1
TSWEEP_50,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.5,0.0,42,none,TOFU:forget01:direct:00008,direct,v0,0.0,0.5,0.6411393880844116,1,0.0,0.5,0.6411393880844116,1,,,0.25,0.12,0.16216216216216217,0.25,0.12,0.16216216216216217,0,0
TSWEEP_50,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.5,0.0,42,none,TOFU:forget01:indirect:00014,indirect,v0,0.0,0.4927536231884057,0.5345224738121033,0,0.0,0.4927536231884057,0.5345224738121033,0,,,0.14285714285714285,0.2,0.16666666666666666,0.14285714285714285,0.2,0.16666666666666666,0,0
TSWEEP_50,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.5,0.0,42,none,TOFU:retain99:retain:02509,retain,v0,0.0,0.7234042553191489,0.8061496019363403,1,0.0,0.7234042553191489,0.8061496019363403,1,,,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.8333333333333334,0.4166666666666667,0.5555555555555556,1,1
TSWEEP_60,threshold_smoke,qwen3_4b,TOFU,tofu_forget01,forget01,forget01,sequential,full_inference,2,2,2,0,1.0,0.6,0.0,42,none,TOFU:forget01:direct:00008,direct,v0,0.0,0.5,0.6411393880844116,1,0.0,0.5,0.6411393880844116,1,,,0.25,0.12,0.16216216216216217,0.25,0.12,0.16216216216216217,0,0
