intervention,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
target_context_comm,system_semantic,4065,0.48483254744191306,0.26333689239429153,0.004130298420457965,0.4082483053207397,0.2773500978946686,0.7071067690849304,0.0,1.0,0.47673716253781545,0.4929279323460107
target_context_comm,system_positive,4065,0.33136531365313654,0.47076200022266873,0.007383650381276657,0.0,0.0,1.0,0.0,1.0,0.3168933589058343,0.34583726840043877
target_context_memory,chain_length,11685,3.994009413778348,0.41678049261945316,0.0038556093544421695,4.0,4.0,4.0,1.0,8.0,3.9864524194436415,4.001566408113055
target_context_memory,target_agent_position,11685,2.011981172443303,0.1892168936783878,0.00175043323333034,2.0,2.0,2.0,1.0,4.0,2.008550323305976,2.0154120215806306
target_context_memory,peer_evidence,11685,0.959563543003851,0.17590154485043685,0.0016272538033717894,1.0,1.0,1.0,0.0,1.0,0.9563741255492424,0.9627529604584597
target_context_memory,target_exact,11685,0.07017543859649122,0.2554533833144624,0.0023631827107379617,0.0,0.0,0.0,0.0,1.0,0.06554360048344482,0.07480727670953763
target_context_memory,target_token_f1,11685,0.380606519007663,0.3020714721642283,0.0027944436325860692,0.3076923076923077,0.125,0.6153846153846153,0.0,1.0,0.37512940948779433,0.3860836285275317
target_context_memory,target_semantic,11685,0.47628421603861815,0.28751526263859345,0.0026597850806477905,0.4311265349388122,0.2581988871097564,0.7071067690849304,0.0,1.0,0.4710710372805485,0.4814973947966878
target_context_memory,target_positive,11685,0.34112109542148056,0.47410624339723895,0.004385926163561788,0.0,0.0,1.0,0.0,1.0,0.3325246801408995,0.34971751070206164
target_context_memory,system_exact,11685,0.057766367137355584,0.2333111065129804,0.002158345941560303,0.0,0.0,0.0,0.0,1.0,0.05353600909189739,0.06199672518281378
target_context_memory,system_token_f1,11685,0.399787784616074,0.3050902462395371,0.0028223701161183383,0.3294117647058823,0.1333333333333333,0.6666666666666666,0.0,1.0,0.39425593918848206,0.40531963004366595
target_context_memory,system_semantic,11685,0.49729604893226526,0.28407852559740093,0.002627992048777466,0.4330126941204071,0.2773500978946686,0.755483090877533,0.0,1.0,0.49214518451666145,0.5024469133478691
target_context_memory,system_positive,11685,0.3755241762943945,0.4842786800882676,0.004480030716816904,0.0,0.0,1.0,0.0,1.0,0.3667433160894334,0.3843050364993556
target_memory,chain_length,3225,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
target_memory,target_agent_position,3225,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
target_memory,peer_evidence,3225,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
target_memory,target_exact,3225,0.08961240310077519,0.28566995800775086,0.005030367468758542,0.0,0.0,0.0,0.0,1.0,0.07975288286200845,0.09947192333954193
target_memory,target_token_f1,3225,0.36132228699601276,0.30365594849127797,0.0053470831012062525,0.2222222222222222,0.125,0.5769230769230769,0.0,1.0,0.3508420041176485,0.37180256987437704
target_memory,target_semantic,3225,0.47730992045744447,0.270093089980182,0.00475607411730679,0.3779644668102264,0.2672612369060516,0.6900655627250671,0.0,1.0,0.46798801518752314,0.4866318257273658
target_memory,target_positive,3225,0.29054263565891475,0.4540831948960144,0.007995959209868616,0.0,0.0,1.0,0.0,1.0,0.2748705556075723,0.3062147157102572
target_memory,system_exact,3225,0.07472868217054264,0.2629938268794645,0.004631063064681374,0.0,0.0,0.0,0.0,1.0,0.06565179856376714,0.08380556577731814
target_memory,system_token_f1,3225,0.35580852787836653,0.2990117683034726,0.0052653036480963976,0.1999999999999999,0.125,0.5652173913043478,0.0,1.0,0.3454885327280976,0.36612852302863547
target_memory,system_semantic,3225,0.4707572852964549,0.2663487698454523,0.00469014031618287,0.3651483654975891,0.2721655368804931,0.6693280339241028,0.0,1.0,0.46156461027673645,0.4799499603161733
target_memory,system_positive,3225,0.28093023255813954,0.4495231859390026,0.007915661929487535,0.0,0.0,1.0,0.0,1.0,0.265415535176344,0.2964449299399351
target_memory_comm,chain_length,3225,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
target_memory_comm,target_agent_position,3225,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
target_memory_comm,peer_evidence,3225,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
target_memory_comm,target_exact,3225,0.09457364341085271,0.29267051336266076,0.005153640374898805,0.0,0.0,0.0,0.0,1.0,0.08447250827605106,0.10467477854565437
target_memory_comm,target_token_f1,3225,0.3586391482829789,0.30811585484584364,0.005425617673046348,0.1999999999999999,0.125,0.5714285714285715,0.0,1.0,0.348004937643808,0.36927335892214974
target_memory_comm,target_semantic,3225,0.4758509947382665,0.2734301997625444,0.004814837343954572,0.3693172931671142,0.2626128792762756,0.6925498247146606,0.0,1.0,0.4664139135441155,0.48528807593241746
target_memory_comm,target_positive,3225,0.29271317829457366,0.4550784432182939,0.008013484555616016,0.0,0.0,1.0,0.0,1.0,0.2770067485655663,0.30841960802358104
target_memory_comm,system_exact,3225,0.0737984496124031,0.2614831534032825,0.004604461588056044,0.0,0.0,0.0,0.0,1.0,0.06477370489981325,0.08282319432499295
target_memory_comm,system_token_f1,3225,0.35484869653884277,0.29991448740706506,0.005281199645154706,0.1999999999999999,0.125,0.5641025641025641,0.0,1.0,0.34449754523433956,0.36519984784334597
target_memory_comm,system_semantic,3225,0.4710526995580326,0.2667582131000699,0.0046973502098752095,0.3651483654975891,0.2721655368804931,0.6729004383087158,0.0,1.0,0.4618458931466772,0.480259505969388
target_memory_comm,system_positive,3225,0.2806201550387597,0.449371894047019,0.007912997827819202,0.0,0.0,1.0,0.0,1.0,0.26511067929623405,0.29612963078128535
