benchmark,topology,intervention,metric,n,positive,rate,wilson95_low,wilson95_high
MUSE-Books,independent,target_context_comm,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,independent,target_context_comm,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,independent,target_context_comm,target_positive_content,30,7,0.23333333333333334,0.11792239210501232,0.40928672330324267
MUSE-Books,independent,target_context_comm,system_positive_content,30,7,0.23333333333333334,0.11792239210501232,0.40928672330324267
MUSE-Books,independent,target_context_memory,target_exact,70,10,0.14285714285714285,0.07948856360443703,0.24338634701505113
MUSE-Books,independent,target_context_memory,target_positive,70,10,0.14285714285714285,0.07948856360443703,0.24338634701505113
MUSE-Books,independent,target_context_memory,system_exact,70,10,0.14285714285714285,0.07948856360443703,0.24338634701505113
MUSE-Books,independent,target_context_memory,system_positive,70,10,0.14285714285714285,0.07948856360443703,0.24338634701505113
MUSE-Books,independent,target_context_memory,target_positive_content,70,20,0.2857142857142857,0.1932207659180313,0.40050418045366165
MUSE-Books,independent,target_context_memory,system_positive_content,70,20,0.2857142857142857,0.1932207659180313,0.40050418045366165
MUSE-Books,independent,target_memory,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory,system_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory,system_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,independent,target_memory,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,independent,target_memory_comm,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory_comm,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory_comm,system_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory_comm,system_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,independent,target_memory_comm,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,independent,target_memory_comm,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,communication,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,communication,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,communication,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,scratchpad,communication,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,scratchpad,communication,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,communication,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,full_inference,target_exact,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-Books,scratchpad,full_inference,target_positive,70,6,0.08571428571428572,0.03987612654032836,0.17465876977827793
MUSE-Books,scratchpad,full_inference,system_exact,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-Books,scratchpad,full_inference,system_positive,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-Books,scratchpad,full_inference,target_positive_content,70,16,0.22857142857142856,0.1458794018862768,0.33950553018453417
MUSE-Books,scratchpad,full_inference,system_positive_content,70,28,0.4,0.2933408057355693,0.5170641692378874
MUSE-Books,scratchpad,global_context,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,global_context,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,global_context,system_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,global_context,system_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,global_context,target_positive_content,30,5,0.16666666666666666,0.07336434240351683,0.33564705185680177
MUSE-Books,scratchpad,global_context,system_positive_content,30,5,0.16666666666666666,0.07336434240351683,0.33564705185680177
MUSE-Books,scratchpad,none,target_exact,70,2,0.02857142857142857,0.007870446893806289,0.09832443512391814
MUSE-Books,scratchpad,none,target_positive,70,6,0.08571428571428572,0.03987612654032836,0.17465876977827793
MUSE-Books,scratchpad,none,system_exact,70,3,0.04285714285714286,0.014681274851143573,0.11859861074180134
MUSE-Books,scratchpad,none,system_positive,70,5,0.07142857142857142,0.030893761510293508,0.1565561312330923
MUSE-Books,scratchpad,none,target_positive_content,70,40,0.5714285714285714,0.4547762667382278,0.6806487511378745
MUSE-Books,scratchpad,none,system_positive_content,70,37,0.5285714285714286,0.4132168390581603,0.6409531680922806
MUSE-Books,scratchpad,target_context,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_context,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_context,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,scratchpad,target_context,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,scratchpad,target_context,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,target_context,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,target_context_comm,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_context_comm,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_context_comm,system_exact,30,4,0.13333333333333333,0.05309569424218104,0.2968168394441695
MUSE-Books,scratchpad,target_context_comm,system_positive,30,4,0.13333333333333333,0.05309569424218104,0.2968168394441695
MUSE-Books,scratchpad,target_context_comm,target_positive_content,30,5,0.16666666666666666,0.07336434240351683,0.33564705185680177
MUSE-Books,scratchpad,target_context_comm,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,target_context_memory,target_exact,70,2,0.02857142857142857,0.007870446893806289,0.09832443512391814
MUSE-Books,scratchpad,target_context_memory,target_positive,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-Books,scratchpad,target_context_memory,system_exact,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-Books,scratchpad,target_context_memory,system_positive,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-Books,scratchpad,target_context_memory,target_positive_content,70,37,0.5285714285714286,0.4132168390581603,0.6409531680922806
MUSE-Books,scratchpad,target_context_memory,system_positive_content,70,35,0.5,0.3859551898733622,0.6140448101266378
MUSE-Books,scratchpad,target_memory,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_memory,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_memory,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,scratchpad,target_memory,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,scratchpad,target_memory,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,target_memory,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,target_memory_comm,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_memory_comm,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,scratchpad,target_memory_comm,system_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-Books,scratchpad,target_memory_comm,system_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-Books,scratchpad,target_memory_comm,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,scratchpad,target_memory_comm,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,communication,target_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,communication,target_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,communication,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,communication,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,communication,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,communication,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,full_inference,target_exact,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-Books,sequential,full_inference,target_positive,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-Books,sequential,full_inference,system_exact,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-Books,sequential,full_inference,system_positive,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-Books,sequential,full_inference,target_positive_content,40,11,0.275,0.1610785343314309,0.4283525083312457
MUSE-Books,sequential,full_inference,system_positive_content,40,20,0.5,0.35199278797099753,0.6480072120290025
MUSE-Books,sequential,global_context,target_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,global_context,target_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,global_context,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,global_context,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,global_context,target_positive_content,30,7,0.23333333333333334,0.11792239210501232,0.40928672330324267
MUSE-Books,sequential,global_context,system_positive_content,30,7,0.23333333333333334,0.11792239210501232,0.40928672330324267
MUSE-Books,sequential,none,target_exact,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-Books,sequential,none,target_positive,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-Books,sequential,none,system_exact,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-Books,sequential,none,system_positive,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-Books,sequential,none,target_positive_content,40,21,0.525,0.37497106853929735,0.6706477044981831
MUSE-Books,sequential,none,system_positive_content,40,20,0.5,0.35199278797099753,0.6480072120290025
MUSE-Books,sequential,target_context,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,sequential,target_context,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,sequential,target_context,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_context,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_context,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,target_context,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,target_context_comm,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,sequential,target_context_comm,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,sequential,target_context_comm,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_context_comm,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_context_comm,target_positive_content,30,5,0.16666666666666666,0.07336434240351683,0.33564705185680177
MUSE-Books,sequential,target_context_comm,system_positive_content,30,13,0.43333333333333335,0.2737723743061511,0.6080299045459127
MUSE-Books,sequential,target_context_memory,target_exact,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-Books,sequential,target_context_memory,target_positive,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-Books,sequential,target_context_memory,system_exact,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-Books,sequential,target_context_memory,system_positive,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-Books,sequential,target_context_memory,target_positive_content,40,21,0.525,0.37497106853929735,0.6706477044981831
MUSE-Books,sequential,target_context_memory,system_positive_content,40,20,0.5,0.35199278797099753,0.6480072120290025
MUSE-Books,sequential,target_memory,target_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-Books,sequential,target_memory,target_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-Books,sequential,target_memory,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_memory,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_memory,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,target_memory,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,target_memory_comm,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,sequential,target_memory_comm,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-Books,sequential,target_memory_comm,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_memory_comm,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-Books,sequential,target_memory_comm,target_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-Books,sequential,target_memory_comm,system_positive_content,30,15,0.5,0.33153851227173764,0.6684614877282624
MUSE-News,debate,communication,target_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,communication,target_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,communication,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,communication,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,communication,target_positive_content,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,communication,system_positive_content,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,full_inference,target_exact,260,2,0.007692307692307693,0.0021120049427373923,0.027608857877985345
MUSE-News,debate,full_inference,target_positive,260,2,0.007692307692307693,0.0021120049427373923,0.027608857877985345
MUSE-News,debate,full_inference,system_exact,260,1,0.0038461538461538464,0.0006792460665055958,0.021461310995004035
MUSE-News,debate,full_inference,system_positive,260,1,0.0038461538461538464,0.0006792460665055958,0.021461310995004035
MUSE-News,debate,full_inference,target_positive_content,260,2,0.007692307692307693,0.0021120049427373923,0.027608857877985345
MUSE-News,debate,full_inference,system_positive_content,260,1,0.0038461538461538464,0.0006792460665055958,0.021461310995004035
MUSE-News,debate,global_context,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,debate,global_context,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,debate,global_context,system_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,debate,global_context,system_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,debate,global_context,target_positive_content,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,debate,global_context,system_positive_content,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,debate,none,target_exact,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-News,debate,none,target_positive,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-News,debate,none,system_exact,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-News,debate,none,system_positive,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-News,debate,none,target_positive_content,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-News,debate,none,system_positive_content,70,4,0.05714285714285714,0.02244341584741017,0.1379214733207552
MUSE-News,debate,parameter_only,target_exact,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_only,target_positive,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_only,system_exact,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_only,system_positive,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_only,target_positive_content,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_only,system_positive_content,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_plus_comm,target_exact,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_plus_comm,target_positive,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_plus_comm,system_exact,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_plus_comm,system_positive,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_plus_comm,target_positive_content,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,parameter_plus_comm,system_positive_content,40,4,0.1,0.03957888759557486,0.23052074380473897
MUSE-News,debate,target_context,target_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_context,target_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_context,system_exact,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_context,system_positive,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_context,target_positive_content,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_context,system_positive_content,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_context_comm,target_exact,70,2,0.02857142857142857,0.007870446893806289,0.09832443512391814
MUSE-News,debate,target_context_comm,target_positive,70,2,0.02857142857142857,0.007870446893806289,0.09832443512391814
MUSE-News,debate,target_context_comm,system_exact,70,3,0.04285714285714286,0.014681274851143573,0.11859861074180134
MUSE-News,debate,target_context_comm,system_positive,70,3,0.04285714285714286,0.014681274851143573,0.11859861074180134
MUSE-News,debate,target_context_comm,target_positive_content,70,2,0.02857142857142857,0.007870446893806289,0.09832443512391814
MUSE-News,debate,target_context_comm,system_positive_content,70,3,0.04285714285714286,0.014681274851143573,0.11859861074180134
MUSE-News,debate,target_context_memory,target_exact,260,3,0.011538461538461539,0.003931661276428175,0.03336950730350766
MUSE-News,debate,target_context_memory,target_positive,260,3,0.011538461538461539,0.003931661276428175,0.03336950730350766
MUSE-News,debate,target_context_memory,system_exact,260,1,0.0038461538461538464,0.0006792460665055958,0.021461310995004035
MUSE-News,debate,target_context_memory,system_positive,260,1,0.0038461538461538464,0.0006792460665055958,0.021461310995004035
MUSE-News,debate,target_context_memory,target_positive_content,260,3,0.011538461538461539,0.003931661276428175,0.03336950730350766
MUSE-News,debate,target_context_memory,system_positive_content,260,1,0.0038461538461538464,0.0006792460665055958,0.021461310995004035
MUSE-News,debate,target_memory,target_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_memory,target_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_memory,system_exact,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_memory,system_positive,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_memory,target_positive_content,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_memory,system_positive_content,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_memory_comm,target_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_memory_comm,target_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_memory_comm,system_exact,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_memory_comm,system_positive,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,debate,target_memory_comm,target_positive_content,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,debate,target_memory_comm,system_positive_content,30,3,0.1,0.03459925995971615,0.25621441315266624
MUSE-News,hierarchical,communication,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,communication,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,communication,system_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,communication,system_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,communication,target_positive_content,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,communication,system_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,full_inference,target_exact,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,full_inference,target_positive,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,full_inference,system_exact,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,full_inference,system_positive,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,full_inference,target_positive_content,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,full_inference,system_positive_content,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,global_context,target_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,global_context,target_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,global_context,system_exact,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,hierarchical,global_context,system_positive,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,hierarchical,global_context,target_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,global_context,system_positive_content,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091
MUSE-News,hierarchical,none,target_exact,40,0,0.0,-6.938893903907228e-18,0.08762453925039232
MUSE-News,hierarchical,none,target_positive,40,0,0.0,-6.938893903907228e-18,0.08762453925039232
MUSE-News,hierarchical,none,system_exact,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-News,hierarchical,none,system_positive,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-News,hierarchical,none,target_positive_content,40,0,0.0,-6.938893903907228e-18,0.08762453925039232
MUSE-News,hierarchical,none,system_positive_content,40,1,0.025,0.0044267174077949195,0.1288165948800778
MUSE-News,hierarchical,parameter_only,target_exact,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-News,hierarchical,parameter_only,target_positive,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-News,hierarchical,parameter_only,system_exact,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-News,hierarchical,parameter_only,system_positive,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-News,hierarchical,parameter_only,target_positive_content,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-News,hierarchical,parameter_only,system_positive_content,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-News,hierarchical,parameter_plus_comm,target_exact,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-News,hierarchical,parameter_plus_comm,target_positive,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-News,hierarchical,parameter_plus_comm,system_exact,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-News,hierarchical,parameter_plus_comm,system_positive,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-News,hierarchical,parameter_plus_comm,target_positive_content,40,2,0.05,0.013820377146101098,0.165041708179252
MUSE-News,hierarchical,parameter_plus_comm,system_positive_content,40,3,0.075,0.025835556771858226,0.19864530159097524
MUSE-News,hierarchical,target_context,target_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context,target_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context,system_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context,system_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context,target_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context,system_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_comm,target_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_comm,target_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_comm,system_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_comm,system_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_comm,target_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_comm,system_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_context_memory,target_exact,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,target_context_memory,target_positive,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,target_context_memory,system_exact,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,target_context_memory,system_positive,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,target_context_memory,target_positive_content,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,target_context_memory,system_positive_content,140,1,0.007142857142857143,0.001261971964112183,0.03934936717560818
MUSE-News,hierarchical,target_memory,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,target_memory,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,target_memory,system_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_memory,system_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_memory,target_positive_content,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,target_memory,system_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_memory_comm,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,target_memory_comm,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,target_memory_comm,system_exact,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_memory_comm,system_positive,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,hierarchical,target_memory_comm,target_positive_content,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,hierarchical,target_memory_comm,system_positive_content,30,1,0.03333333333333333,0.0059084379948573795,0.16670751396958874
MUSE-News,independent,communication,target_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,independent,communication,target_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,independent,communication,system_exact,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
MUSE-News,independent,communication,system_positive,30,0,0.0,-1.3877787807814457e-17,0.113517091390478
