model_id,benchmark,topology,intervention,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
qwen3_4b,RWKU,debate,target_memory,irr_system,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen3_4b,RWKU,debate,target_memory,retention_system,10,0.22000000000000003,0.37058512292499457,0.1171893055416463,0.0,0.0,0.44999999999999996,0.0,1.0,-0.009691038861626727,0.44969103886162676
qwen3_4b,RWKU,debate,target_memory,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,debate,target_memory,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,debate,target_memory,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,debate,target_memory,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,debate,target_memory,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,debate,target_memory_comm,drr_target,10,0.13999999999999999,0.21186998109427604,0.0669991708074726,0.0,0.0,0.2,0.0,0.6,0.008681625217353689,0.2713183747826463
qwen3_4b,RWKU,debate,target_memory_comm,irr_target,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,debate,target_memory_comm,retention_target,10,0.24,0.36270588023294514,0.11469767022723501,0.0,0.0,0.5,0.0,1.0,0.01519256635461938,0.4648074336453806
qwen3_4b,RWKU,debate,target_memory_comm,drr_system,10,0.24000000000000005,0.32386554137309653,0.1024152766382481,0.2,0.0,0.2,0.0,1.0,0.03926605778903375,0.44073394221096635
qwen3_4b,RWKU,debate,target_memory_comm,irr_system,10,0.02,0.06324555320336758,0.019999999999999997,0.0,0.0,0.0,0.0,0.2,-0.01919999999999999,0.05919999999999999
qwen3_4b,RWKU,debate,target_memory_comm,retention_system,10,0.22000000000000003,0.37058512292499457,0.1171893055416463,0.0,0.0,0.44999999999999996,0.0,1.0,-0.009691038861626727,0.44969103886162676
qwen3_4b,RWKU,debate,target_memory_comm,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,debate,target_memory_comm,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,debate,target_memory_comm,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,debate,target_memory_comm,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,debate,target_memory_comm,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,communication,drr_target,10,0.32,0.3794733192202055,0.11999999999999998,0.2,0.05,0.35000000000000003,0.0,1.0,0.08480000000000004,0.5551999999999999
qwen3_4b,RWKU,hierarchical,communication,irr_target,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen3_4b,RWKU,hierarchical,communication,retention_target,10,0.30000000000000004,0.380058475033046,0.12018504251546631,0.1,0.0,0.55,0.0,1.0,0.06443731666968608,0.535562683330314
qwen3_4b,RWKU,hierarchical,communication,drr_system,10,0.34,0.3657564459825387,0.11566234381931646,0.2,0.2,0.35000000000000003,0.0,1.0,0.11330180611413976,0.5666981938858603
qwen3_4b,RWKU,hierarchical,communication,irr_system,10,0.04,0.08432740427115679,0.026666666666666665,0.0,0.0,0.0,0.0,0.2,-0.012266666666666662,0.09226666666666666
qwen3_4b,RWKU,hierarchical,communication,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,communication,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,communication,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,communication,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,communication,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,communication,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,full_inference,drr_target,10,0.04,0.12649110640673517,0.039999999999999994,0.0,0.0,0.0,0.0,0.4,-0.03839999999999998,0.11839999999999998
qwen3_4b,RWKU,hierarchical,full_inference,irr_target,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,full_inference,retention_target,10,0.82,0.27406406388125953,0.08666666666666666,1.0,0.65,1.0,0.2,1.0,0.6501333333333333,0.9898666666666666
qwen3_4b,RWKU,hierarchical,full_inference,drr_system,10,0.3,0.3299831645537222,0.10434983894999018,0.2,0.2,0.2,0.0,1.0,0.09547431565801923,0.5045256843419808
qwen3_4b,RWKU,hierarchical,full_inference,irr_system,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen3_4b,RWKU,hierarchical,full_inference,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,full_inference,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,full_inference,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,full_inference,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,full_inference,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,full_inference,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,global_context,drr_target,10,0.13999999999999999,0.3272783388968954,0.10349449797506682,0.0,0.0,0.0,0.0,1.0,-0.06284921603113097,0.34284921603113094
qwen3_4b,RWKU,hierarchical,global_context,irr_target,10,0.04,0.12649110640673517,0.039999999999999994,0.0,0.0,0.0,0.0,0.4,-0.03839999999999998,0.11839999999999998
qwen3_4b,RWKU,hierarchical,global_context,retention_target,10,0.66,0.4115013163202924,0.13012814197295422,0.9,0.25,1.0,0.0,1.0,0.40494884173300977,0.9150511582669902
qwen3_4b,RWKU,hierarchical,global_context,drr_system,10,0.15999999999999998,0.32386554137309653,0.1024152766382481,0.0,0.0,0.15000000000000002,0.0,1.0,-0.04073394221096632,0.3607339422109663
qwen3_4b,RWKU,hierarchical,global_context,irr_system,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen3_4b,RWKU,hierarchical,global_context,retention_system,10,0.52,0.36757463338907254,0.1162373051610846,0.4,0.25,0.9,0.0,1.0,0.2921748818842742,0.7478251181157258
qwen3_4b,RWKU,hierarchical,global_context,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,global_context,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,global_context,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,global_context,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,global_context,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,none,drr_target,10,0.32,0.3794733192202055,0.11999999999999998,0.2,0.05,0.35000000000000003,0.0,1.0,0.08480000000000004,0.5551999999999999
qwen3_4b,RWKU,hierarchical,none,irr_target,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen3_4b,RWKU,hierarchical,none,retention_target,10,0.30000000000000004,0.380058475033046,0.12018504251546631,0.1,0.0,0.55,0.0,1.0,0.06443731666968608,0.535562683330314
qwen3_4b,RWKU,hierarchical,none,drr_system,10,0.34,0.3657564459825387,0.11566234381931646,0.2,0.2,0.35000000000000003,0.0,1.0,0.11330180611413976,0.5666981938858603
qwen3_4b,RWKU,hierarchical,none,irr_system,10,0.04,0.08432740427115679,0.026666666666666665,0.0,0.0,0.0,0.0,0.2,-0.012266666666666662,0.09226666666666666
qwen3_4b,RWKU,hierarchical,none,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,none,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,none,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,none,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,none,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,none,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,parameter_only,drr_target,2,0.1,0.14142135623730953,0.1,0.1,0.05,0.15000000000000002,0.0,0.2,-0.096,0.29600000000000004
qwen3_4b,RWKU,hierarchical,parameter_only,irr_target,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_only,retention_target,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_only,drr_system,2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2
qwen3_4b,RWKU,hierarchical,parameter_only,irr_system,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_only,retention_system,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_only,n_scored_probes,2,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,parameter_only,chain_length,2,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,parameter_only,target_agent_position,2,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,parameter_only,peer_evidence,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,parameter_only,raw_complete,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,drr_target,2,0.1,0.14142135623730953,0.1,0.1,0.05,0.15000000000000002,0.0,0.2,-0.096,0.29600000000000004
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,irr_target,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,retention_target,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,drr_system,2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,irr_system,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,retention_system,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,n_scored_probes,2,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,chain_length,2,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,target_agent_position,2,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,peer_evidence,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,parameter_plus_comm,raw_complete,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_context,drr_target,10,0.13999999999999999,0.3272783388968954,0.10349449797506682,0.0,0.0,0.0,0.0,1.0,-0.06284921603113097,0.34284921603113094
qwen3_4b,RWKU,hierarchical,target_context,irr_target,10,0.04,0.12649110640673517,0.039999999999999994,0.0,0.0,0.0,0.0,0.4,-0.03839999999999998,0.11839999999999998
qwen3_4b,RWKU,hierarchical,target_context,retention_target,10,0.66,0.4115013163202924,0.13012814197295422,0.9,0.25,1.0,0.0,1.0,0.40494884173300977,0.9150511582669902
qwen3_4b,RWKU,hierarchical,target_context,drr_system,10,0.28,0.39101008796307146,0.12364824660660938,0.2,0.0,0.2,0.0,1.0,0.03764943665104564,0.5223505633489545
qwen3_4b,RWKU,hierarchical,target_context,irr_system,10,0.04,0.08432740427115679,0.026666666666666665,0.0,0.0,0.0,0.0,0.2,-0.012266666666666662,0.09226666666666666
qwen3_4b,RWKU,hierarchical,target_context,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,target_context,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,target_context,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,target_context,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,target_context,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_context,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_context_comm,drr_target,10,0.13999999999999999,0.3272783388968954,0.10349449797506682,0.0,0.0,0.0,0.0,1.0,-0.06284921603113097,0.34284921603113094
qwen3_4b,RWKU,hierarchical,target_context_comm,irr_target,10,0.04,0.12649110640673517,0.039999999999999994,0.0,0.0,0.0,0.0,0.4,-0.03839999999999998,0.11839999999999998
qwen3_4b,RWKU,hierarchical,target_context_comm,retention_target,10,0.66,0.4115013163202924,0.13012814197295422,0.9,0.25,1.0,0.0,1.0,0.40494884173300977,0.9150511582669902
qwen3_4b,RWKU,hierarchical,target_context_comm,drr_system,10,0.28,0.39101008796307146,0.12364824660660938,0.2,0.0,0.2,0.0,1.0,0.03764943665104564,0.5223505633489545
qwen3_4b,RWKU,hierarchical,target_context_comm,irr_system,10,0.04,0.08432740427115679,0.026666666666666665,0.0,0.0,0.0,0.0,0.2,-0.012266666666666662,0.09226666666666666
qwen3_4b,RWKU,hierarchical,target_context_comm,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,target_context_comm,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,target_context_comm,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,target_context_comm,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,target_context_comm,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_context_comm,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_context_memory,drr_target,10,0.04,0.12649110640673517,0.039999999999999994,0.0,0.0,0.0,0.0,0.4,-0.03839999999999998,0.11839999999999998
qwen3_4b,RWKU,hierarchical,target_context_memory,irr_target,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,hierarchical,target_context_memory,retention_target,10,0.82,0.27406406388125953,0.08666666666666666,1.0,0.65,1.0,0.2,1.0,0.6501333333333333,0.9898666666666666
qwen3_4b,RWKU,hierarchical,target_context_memory,drr_system,10,0.3,0.3299831645537222,0.10434983894999018,0.2,0.2,0.2,0.0,1.0,0.09547431565801923,0.5045256843419808
qwen3_4b,RWKU,hierarchical,target_context_memory,irr_system,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen3_4b,RWKU,hierarchical,target_context_memory,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,target_context_memory,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,target_context_memory,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,target_context_memory,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,target_context_memory,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_context_memory,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_memory,drr_target,10,0.33999999999999997,0.3893013685508382,0.12310790208412924,0.30000000000000004,0.0,0.4,0.0,1.0,0.09870851191510666,0.5812914880848933
qwen3_4b,RWKU,hierarchical,target_memory,irr_target,10,0.1,0.16996731711975951,0.053748384988657,0.0,0.0,0.15000000000000002,0.0,0.4,-0.005346834577767717,0.20534683457776773
qwen3_4b,RWKU,hierarchical,target_memory,retention_target,10,0.4800000000000001,0.4341018825626589,0.13727506854649335,0.4,0.05,0.95,0.0,1.0,0.21094086564887315,0.749059134351127
qwen3_4b,RWKU,hierarchical,target_memory,drr_system,10,0.34,0.3657564459825387,0.11566234381931646,0.2,0.2,0.35000000000000003,0.0,1.0,0.11330180611413976,0.5666981938858603
qwen3_4b,RWKU,hierarchical,target_memory,irr_system,10,0.06000000000000001,0.09660917830792962,0.03055050463303894,0.0,0.0,0.15000000000000002,0.0,0.2,0.00012101091924369284,0.11987898908075634
qwen3_4b,RWKU,hierarchical,target_memory,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,target_memory,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,target_memory,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,target_memory,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,target_memory,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_memory,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_memory_comm,drr_target,10,0.33999999999999997,0.3893013685508382,0.12310790208412924,0.30000000000000004,0.0,0.4,0.0,1.0,0.09870851191510666,0.5812914880848933
qwen3_4b,RWKU,hierarchical,target_memory_comm,irr_target,10,0.1,0.16996731711975951,0.053748384988657,0.0,0.0,0.15000000000000002,0.0,0.4,-0.005346834577767717,0.20534683457776773
qwen3_4b,RWKU,hierarchical,target_memory_comm,retention_target,10,0.4800000000000001,0.4341018825626589,0.13727506854649335,0.4,0.05,0.95,0.0,1.0,0.21094086564887315,0.749059134351127
qwen3_4b,RWKU,hierarchical,target_memory_comm,drr_system,10,0.34,0.3657564459825387,0.11566234381931646,0.2,0.2,0.35000000000000003,0.0,1.0,0.11330180611413976,0.5666981938858603
qwen3_4b,RWKU,hierarchical,target_memory_comm,irr_system,10,0.06000000000000001,0.09660917830792962,0.03055050463303894,0.0,0.0,0.15000000000000002,0.0,0.2,0.00012101091924369284,0.11987898908075634
qwen3_4b,RWKU,hierarchical,target_memory_comm,retention_system,10,0.26,0.3893013685508382,0.12310790208412924,0.0,0.0,0.5,0.0,1.0,0.018708511915106696,0.5012914880848933
qwen3_4b,RWKU,hierarchical,target_memory_comm,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,hierarchical,target_memory_comm,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,hierarchical,target_memory_comm,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,hierarchical,target_memory_comm,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,hierarchical,target_memory_comm,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,independent,communication,drr_target,10,0.48,0.36757463338907254,0.1162373051610846,0.30000000000000004,0.2,0.85,0.2,1.0,0.25217488188427417,0.7078251181157258
qwen3_4b,RWKU,independent,communication,irr_target,10,0.14,0.1349897115421106,0.04268749491621899,0.2,0.0,0.2,0.0,0.4,0.0563325099642108,0.22366749003578923
qwen3_4b,RWKU,independent,communication,retention_target,10,0.48,0.4022160834399562,0.12719189352225943,0.4,0.2,0.9,0.0,1.0,0.2307038886963715,0.7292961113036285
qwen3_4b,RWKU,independent,communication,drr_system,10,0.48,0.36757463338907254,0.1162373051610846,0.30000000000000004,0.2,0.85,0.2,1.0,0.25217488188427417,0.7078251181157258
qwen3_4b,RWKU,independent,communication,irr_system,10,0.14,0.1349897115421106,0.04268749491621899,0.2,0.0,0.2,0.0,0.4,0.0563325099642108,0.22366749003578923
qwen3_4b,RWKU,independent,communication,retention_system,10,0.48,0.4022160834399562,0.12719189352225943,0.4,0.2,0.9,0.0,1.0,0.2307038886963715,0.7292961113036285
qwen3_4b,RWKU,independent,communication,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,independent,communication,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,independent,communication,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,independent,communication,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,independent,communication,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,independent,full_inference,drr_target,10,0.02,0.06324555320336758,0.019999999999999997,0.0,0.0,0.0,0.0,0.2,-0.01919999999999999,0.05919999999999999
qwen3_4b,RWKU,independent,full_inference,irr_target,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,independent,full_inference,retention_target,10,0.9200000000000002,0.13984117975602023,0.04422166387140534,1.0,0.8500000000000001,1.0,0.6,1.0,0.8333255388120457,1.0066744611879546
qwen3_4b,RWKU,independent,full_inference,drr_system,10,0.02,0.06324555320336758,0.019999999999999997,0.0,0.0,0.0,0.0,0.2,-0.01919999999999999,0.05919999999999999
qwen3_4b,RWKU,independent,full_inference,irr_system,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3_4b,RWKU,independent,full_inference,retention_system,10,0.9200000000000002,0.13984117975602023,0.04422166387140534,1.0,0.8500000000000001,1.0,0.6,1.0,0.8333255388120457,1.0066744611879546
qwen3_4b,RWKU,independent,full_inference,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,independent,full_inference,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,independent,full_inference,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen3_4b,RWKU,independent,full_inference,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,independent,full_inference,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen3_4b,RWKU,independent,global_context,drr_target,10,0.18,0.3190262963734773,0.10088497300281037,0.0,0.0,0.2,0.0,1.0,-0.017734547085508312,0.3777345470855083
qwen3_4b,RWKU,independent,global_context,irr_target,10,0.04,0.08432740427115679,0.026666666666666665,0.0,0.0,0.0,0.0,0.2,-0.012266666666666662,0.09226666666666666
qwen3_4b,RWKU,independent,global_context,retention_target,10,0.74,0.34058772731852804,0.10770329614269009,1.0,0.4,1.0,0.2,1.0,0.5289015395603274,0.9510984604396726
qwen3_4b,RWKU,independent,global_context,drr_system,10,0.18,0.3190262963734773,0.10088497300281037,0.0,0.0,0.2,0.0,1.0,-0.017734547085508312,0.3777345470855083
qwen3_4b,RWKU,independent,global_context,irr_system,10,0.04,0.08432740427115679,0.026666666666666665,0.0,0.0,0.0,0.0,0.2,-0.012266666666666662,0.09226666666666666
qwen3_4b,RWKU,independent,global_context,retention_system,10,0.74,0.34058772731852804,0.10770329614269009,1.0,0.4,1.0,0.2,1.0,0.5289015395603274,0.9510984604396726
qwen3_4b,RWKU,independent,global_context,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen3_4b,RWKU,independent,global_context,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen3_4b,RWKU,independent,global_context,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
