model_id,benchmark,topology,intervention,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
qwen25coder_14b,MUSE-News,scratchpad,none,chain_length,1,4.0,,,4.0,4.0,4.0,4.0,4.0,,
qwen25coder_14b,MUSE-News,scratchpad,none,target_agent_position,1,2.0,,,2.0,2.0,2.0,2.0,2.0,,
qwen25coder_14b,MUSE-News,scratchpad,none,peer_evidence,1,1.0,,,1.0,1.0,1.0,1.0,1.0,,
qwen25coder_14b,MUSE-News,scratchpad,none,raw_complete,1,1.0,,,1.0,1.0,1.0,1.0,1.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,drr_target,1,0.0,,,0.0,0.0,0.0,0.0,0.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,retention_target,1,0.0,,,0.0,0.0,0.0,0.0,0.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,drr_system,1,0.0,,,0.0,0.0,0.0,0.0,0.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,retention_system,1,0.0,,,0.0,0.0,0.0,0.0,0.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,n_scored_probes,1,10.0,,,10.0,10.0,10.0,10.0,10.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,chain_length,1,4.0,,,4.0,4.0,4.0,4.0,4.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,target_agent_position,1,2.0,,,2.0,2.0,2.0,2.0,2.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,peer_evidence,1,1.0,,,1.0,1.0,1.0,1.0,1.0,,
qwen25coder_14b,MUSE-News,scratchpad,target_context_memory,raw_complete,1,1.0,,,1.0,1.0,1.0,1.0,1.0,,
qwen25coder_14b,RWKU,debate,full_inference,drr_target,10,0.06,0.18973665961010278,0.060000000000000005,0.0,0.0,0.0,0.0,0.6,-0.05760000000000001,0.1776
qwen25coder_14b,RWKU,debate,full_inference,irr_target,10,0.06,0.18973665961010278,0.060000000000000005,0.0,0.0,0.0,0.0,0.6,-0.05760000000000001,0.1776
qwen25coder_14b,RWKU,debate,full_inference,retention_target,10,0.36,0.30983866769659335,0.09797958971132711,0.4,0.05,0.55,0.0,0.8,0.16796000416579884,0.5520399958342012
qwen25coder_14b,RWKU,debate,full_inference,drr_system,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,debate,full_inference,irr_system,10,0.15999999999999998,0.32386554137309653,0.1024152766382481,0.0,0.0,0.15000000000000002,0.0,1.0,-0.04073394221096632,0.3607339422109663
qwen25coder_14b,RWKU,debate,full_inference,retention_system,10,0.13999999999999999,0.3134042472944842,0.09910712498212335,0.0,0.0,0.15000000000000002,0.0,1.0,-0.05424996496496176,0.33424996496496173
qwen25coder_14b,RWKU,debate,full_inference,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,debate,full_inference,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,debate,full_inference,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,debate,full_inference,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,debate,full_inference,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,debate,none,drr_target,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,debate,none,irr_target,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen25coder_14b,RWKU,debate,none,retention_target,10,0.1,0.19436506316151,0.061463629715285906,0.0,0.0,0.15000000000000002,0.0,0.6,-0.020468714241960367,0.22046871424196038
qwen25coder_14b,RWKU,debate,none,drr_system,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,debate,none,irr_system,10,0.06000000000000001,0.1349897115421106,0.04268749491621899,0.0,0.0,0.0,0.0,0.4,-0.023667490035789204,0.1436674900357892
qwen25coder_14b,RWKU,debate,none,retention_system,10,0.1,0.19436506316151,0.061463629715285906,0.0,0.0,0.15000000000000002,0.0,0.6,-0.020468714241960367,0.22046871424196038
qwen25coder_14b,RWKU,debate,none,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,debate,none,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,debate,none,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,debate,none,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,debate,none,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,debate,target_context_memory,drr_target,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,debate,target_context_memory,irr_target,10,0.1,0.19436506316151003,0.06146362971528592,0.0,0.0,0.15000000000000002,0.0,0.6,-0.020468714241960395,0.2204687142419604
qwen25coder_14b,RWKU,debate,target_context_memory,retention_target,10,0.29999999999999993,0.28674417556808757,0.09067647005823629,0.4,0.0,0.4,0.0,0.8,0.1222741186858568,0.47772588131414306
qwen25coder_14b,RWKU,debate,target_context_memory,drr_system,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,debate,target_context_memory,irr_system,10,0.18,0.3457680661303984,0.10934146311237816,0.0,0.0,0.15000000000000002,0.0,1.0,-0.034309267700261215,0.3943092677002612
qwen25coder_14b,RWKU,debate,target_context_memory,retention_system,10,0.13999999999999999,0.3134042472944842,0.09910712498212335,0.0,0.0,0.15000000000000002,0.0,1.0,-0.05424996496496176,0.33424996496496173
qwen25coder_14b,RWKU,debate,target_context_memory,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,debate,target_context_memory,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,debate,target_context_memory,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,debate,target_context_memory,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,debate,target_context_memory,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,independent,full_inference,drr_target,10,0.13999999999999999,0.2988868236194652,0.09451631252505216,0.0,0.0,0.0,0.0,0.8,-0.04525197254910224,0.3252519725491022
qwen25coder_14b,RWKU,independent,full_inference,irr_target,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,independent,full_inference,retention_target,10,0.6799999999999999,0.4732863826479693,0.14966629547095764,1.0,0.2,1.0,0.0,1.0,0.38665406087692294,0.973345939123077
qwen25coder_14b,RWKU,independent,full_inference,drr_system,10,0.13999999999999999,0.2988868236194652,0.09451631252505216,0.0,0.0,0.0,0.0,0.8,-0.04525197254910224,0.3252519725491022
qwen25coder_14b,RWKU,independent,full_inference,irr_system,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,independent,full_inference,retention_system,10,0.6799999999999999,0.4732863826479693,0.14966629547095764,1.0,0.2,1.0,0.0,1.0,0.38665406087692294,0.973345939123077
qwen25coder_14b,RWKU,independent,full_inference,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,independent,full_inference,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,independent,full_inference,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,independent,full_inference,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,independent,full_inference,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,independent,none,drr_target,10,0.24000000000000005,0.3977715704047013,0.12578641509408806,0.0,0.0,0.44999999999999996,0.0,1.0,-0.006541373584412535,0.48654137358441263
qwen25coder_14b,RWKU,independent,none,irr_target,10,0.13999999999999999,0.32727833889689534,0.1034944979750668,0.0,0.0,0.0,0.0,1.0,-0.06284921603113094,0.34284921603113094
qwen25coder_14b,RWKU,independent,none,retention_target,10,0.62,0.44671641514002547,0.1412641340027806,0.8,0.15,1.0,0.0,1.0,0.34312229735455,0.89687770264545
qwen25coder_14b,RWKU,independent,none,drr_system,10,0.24000000000000005,0.3977715704047013,0.12578641509408806,0.0,0.0,0.44999999999999996,0.0,1.0,-0.006541373584412535,0.48654137358441263
qwen25coder_14b,RWKU,independent,none,irr_system,10,0.13999999999999999,0.32727833889689534,0.1034944979750668,0.0,0.0,0.0,0.0,1.0,-0.06284921603113094,0.34284921603113094
qwen25coder_14b,RWKU,independent,none,retention_system,10,0.62,0.44671641514002547,0.1412641340027806,0.8,0.15,1.0,0.0,1.0,0.34312229735455,0.89687770264545
qwen25coder_14b,RWKU,independent,none,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,independent,none,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,independent,none,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,independent,none,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,independent,none,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,independent,target_context_memory,drr_target,10,0.13999999999999999,0.2988868236194652,0.09451631252505216,0.0,0.0,0.0,0.0,0.8,-0.04525197254910224,0.3252519725491022
qwen25coder_14b,RWKU,independent,target_context_memory,irr_target,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,independent,target_context_memory,retention_target,10,0.6799999999999999,0.4732863826479693,0.14966629547095764,1.0,0.2,1.0,0.0,1.0,0.38665406087692294,0.973345939123077
qwen25coder_14b,RWKU,independent,target_context_memory,drr_system,10,0.13999999999999999,0.2988868236194652,0.09451631252505216,0.0,0.0,0.0,0.0,0.8,-0.04525197254910224,0.3252519725491022
qwen25coder_14b,RWKU,independent,target_context_memory,irr_system,10,0.1,0.31622776601683794,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,-0.09599999999999997,0.296
qwen25coder_14b,RWKU,independent,target_context_memory,retention_system,10,0.6799999999999999,0.4732863826479693,0.14966629547095764,1.0,0.2,1.0,0.0,1.0,0.38665406087692294,0.973345939123077
qwen25coder_14b,RWKU,independent,target_context_memory,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,independent,target_context_memory,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,independent,target_context_memory,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,independent,target_context_memory,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,independent,target_context_memory,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,scratchpad,full_inference,drr_target,10,0.18,0.332665998663324,0.10519822558706335,0.0,0.0,0.15000000000000002,0.0,0.8,-0.026188522150644156,0.38618852215064414
qwen25coder_14b,RWKU,scratchpad,full_inference,irr_target,10,0.1,0.253859103528797,0.08027729719194865,0.0,0.0,0.0,0.0,0.8,-0.057343502496219334,0.25734350249621935
qwen25coder_14b,RWKU,scratchpad,full_inference,retention_target,10,0.76,0.35023801430836526,0.11075498483890767,1.0,0.5,1.0,0.2,1.0,0.5429202297157409,0.9770797702842591
qwen25coder_14b,RWKU,scratchpad,full_inference,drr_system,10,0.13999999999999999,0.3272783388968954,0.10349449797506682,0.0,0.0,0.0,0.0,1.0,-0.06284921603113097,0.34284921603113094
qwen25coder_14b,RWKU,scratchpad,full_inference,irr_system,10,0.22000000000000003,0.3457680661303984,0.10934146311237816,0.0,0.0,0.35000000000000003,0.0,1.0,0.005690732299738821,0.43430926770026124
qwen25coder_14b,RWKU,scratchpad,full_inference,retention_system,10,0.18,0.38239014399199966,0.12092238098144703,0.0,0.0,0.0,0.0,1.0,-0.05700786672363617,0.41700786672363616
qwen25coder_14b,RWKU,scratchpad,full_inference,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,scratchpad,full_inference,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,scratchpad,full_inference,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,scratchpad,full_inference,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,scratchpad,full_inference,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,scratchpad,none,drr_target,10,0.27999999999999997,0.41311822359545775,0.13063945294843615,0.0,0.0,0.65,0.0,1.0,0.023946672221065113,0.5360533277789348
qwen25coder_14b,RWKU,scratchpad,none,irr_target,10,0.18,0.38239014399199966,0.12092238098144703,0.0,0.0,0.0,0.0,1.0,-0.05700786672363617,0.41700786672363616
qwen25coder_14b,RWKU,scratchpad,none,retention_target,10,0.6199999999999999,0.46619023298792234,0.14742229591663986,0.9,0.1,1.0,0.0,1.0,0.33105230000338576,0.908947699996614
qwen25coder_14b,RWKU,scratchpad,none,drr_system,10,0.16,0.3502380143083652,0.11075498483890764,0.0,0.0,0.0,0.0,1.0,-0.05707977028425895,0.377079770284259
qwen25coder_14b,RWKU,scratchpad,none,irr_system,10,0.2,0.3771236166328254,0.1192569587999888,0.0,0.0,0.15000000000000002,0.0,1.0,-0.03374363924797802,0.43374363924797804
qwen25coder_14b,RWKU,scratchpad,none,retention_system,10,0.18,0.38239014399199966,0.12092238098144703,0.0,0.0,0.0,0.0,1.0,-0.05700786672363617,0.41700786672363616
qwen25coder_14b,RWKU,scratchpad,none,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,scratchpad,none,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,scratchpad,none,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,scratchpad,none,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,scratchpad,none,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,scratchpad,target_context_memory,drr_target,10,0.36,0.4695151163109069,0.1484737163421339,0.0,0.0,0.8,0.0,1.0,0.06899151596941755,0.6510084840305824
qwen25coder_14b,RWKU,scratchpad,target_context_memory,irr_target,10,0.27999999999999997,0.4131182235954578,0.13063945294843615,0.0,0.0,0.65,0.0,1.0,0.023946672221065113,0.5360533277789348
qwen25coder_14b,RWKU,scratchpad,target_context_memory,retention_target,10,0.8400000000000001,0.29514591494904874,0.09333333333333332,1.0,0.8500000000000001,1.0,0.2,1.0,0.6570666666666668,1.0229333333333335
qwen25coder_14b,RWKU,scratchpad,target_context_memory,drr_system,10,0.18,0.34576806613039834,0.10934146311237815,0.0,0.0,0.15000000000000002,0.0,1.0,-0.03430926770026119,0.3943092677002612
qwen25coder_14b,RWKU,scratchpad,target_context_memory,irr_system,10,0.2,0.3771236166328254,0.1192569587999888,0.0,0.0,0.15000000000000002,0.0,1.0,-0.03374363924797802,0.43374363924797804
qwen25coder_14b,RWKU,scratchpad,target_context_memory,retention_system,10,0.18,0.38239014399199966,0.12092238098144703,0.0,0.0,0.0,0.0,1.0,-0.05700786672363617,0.41700786672363616
qwen25coder_14b,RWKU,scratchpad,target_context_memory,n_scored_probes,10,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,RWKU,scratchpad,target_context_memory,chain_length,10,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,RWKU,scratchpad,target_context_memory,target_agent_position,10,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,RWKU,scratchpad,target_context_memory,peer_evidence,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,RWKU,scratchpad,target_context_memory,raw_complete,10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,full_inference,drr_target,3,0.13333333333333333,0.23094010767585035,0.13333333333333336,0.0,0.0,0.2,0.0,0.4,-0.12800000000000003,0.3946666666666667
qwen25coder_14b,TOFU,debate,full_inference,irr_target,3,0.19999999999999998,0.34641016151377546,0.2,0.0,0.0,0.3,0.0,0.6,-0.19200000000000003,0.592
qwen25coder_14b,TOFU,debate,full_inference,retention_target,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,full_inference,drr_system,3,0.7333333333333334,0.30550504633038933,0.17638342073763938,0.8,0.6000000000000001,0.9,0.4,1.0,0.38762182868756023,1.0790448379791067
qwen25coder_14b,TOFU,debate,full_inference,irr_system,3,0.7999999999999999,0.2,0.11547005383792516,0.8,0.7,0.9,0.6,1.0,0.5736786944776666,1.0263213055223332
qwen25coder_14b,TOFU,debate,full_inference,retention_system,3,0.7333333333333334,0.30550504633038933,0.17638342073763938,0.8,0.6000000000000001,0.9,0.4,1.0,0.38762182868756023,1.0790448379791067
qwen25coder_14b,TOFU,debate,full_inference,n_scored_probes,3,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,TOFU,debate,full_inference,chain_length,3,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,TOFU,debate,full_inference,target_agent_position,3,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,TOFU,debate,full_inference,peer_evidence,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,full_inference,raw_complete,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,none,drr_target,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,none,irr_target,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,none,retention_target,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,none,drr_system,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,none,irr_system,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,none,retention_system,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,none,n_scored_probes,3,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,TOFU,debate,none,chain_length,3,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,TOFU,debate,none,target_agent_position,3,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,TOFU,debate,none,peer_evidence,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,none,raw_complete,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,target_context_memory,drr_target,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,target_context_memory,irr_target,3,0.7999999999999999,0.2,0.11547005383792516,0.8,0.7,0.9,0.6,1.0,0.5736786944776666,1.0263213055223332
qwen25coder_14b,TOFU,debate,target_context_memory,retention_target,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,target_context_memory,drr_system,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,debate,target_context_memory,irr_system,3,0.7999999999999999,0.2,0.11547005383792516,0.8,0.7,0.9,0.6,1.0,0.5736786944776666,1.0263213055223332
qwen25coder_14b,TOFU,debate,target_context_memory,retention_system,3,0.7333333333333334,0.30550504633038933,0.17638342073763938,0.8,0.6000000000000001,0.9,0.4,1.0,0.38762182868756023,1.0790448379791067
qwen25coder_14b,TOFU,debate,target_context_memory,n_scored_probes,3,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,TOFU,debate,target_context_memory,chain_length,3,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,TOFU,debate,target_context_memory,target_agent_position,3,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,TOFU,debate,target_context_memory,peer_evidence,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,debate,target_context_memory,raw_complete,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,full_inference,drr_target,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,full_inference,irr_target,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,full_inference,retention_target,3,0.7333333333333334,0.46188021535170065,0.2666666666666667,1.0,0.6,1.0,0.2,1.0,0.21066666666666667,1.2560000000000002
qwen25coder_14b,TOFU,independent,full_inference,drr_system,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,full_inference,irr_system,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,full_inference,retention_system,3,0.7333333333333334,0.46188021535170065,0.2666666666666667,1.0,0.6,1.0,0.2,1.0,0.21066666666666667,1.2560000000000002
qwen25coder_14b,TOFU,independent,full_inference,n_scored_probes,3,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,TOFU,independent,full_inference,chain_length,3,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,TOFU,independent,full_inference,target_agent_position,3,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,TOFU,independent,full_inference,peer_evidence,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,full_inference,raw_complete,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,none,drr_target,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,none,irr_target,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,independent,none,retention_target,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,none,drr_system,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,none,irr_system,3,0.7999999999999999,0.34641016151377546,0.2,1.0,0.7,1.0,0.4,1.0,0.4079999999999999,1.192
qwen25coder_14b,TOFU,independent,none,retention_system,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,none,n_scored_probes,3,15.0,0.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
qwen25coder_14b,TOFU,independent,none,chain_length,3,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
qwen25coder_14b,TOFU,independent,none,target_agent_position,3,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
qwen25coder_14b,TOFU,independent,none,peer_evidence,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,none,raw_complete,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qwen25coder_14b,TOFU,independent,target_context_memory,drr_target,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,target_context_memory,irr_target,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,target_context_memory,retention_target,3,0.7333333333333334,0.46188021535170065,0.2666666666666667,1.0,0.6,1.0,0.2,1.0,0.21066666666666667,1.2560000000000002
qwen25coder_14b,TOFU,independent,target_context_memory,drr_system,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,target_context_memory,irr_system,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_14b,TOFU,independent,target_context_memory,retention_system,3,0.7333333333333334,0.46188021535170065,0.2666666666666667,1.0,0.6,1.0,0.2,1.0,0.21066666666666667,1.2560000000000002
