training_id,step,forget_loss,retain_loss,objective
TR0004,13,6.718531608581543,4.996674060821533,-1.7218575477600098
TR0004,14,4.08005952835083,5.03220272064209,0.9521431922912598
TR0004,15,4.2340240478515625,4.949544429779053,0.7155203819274902
TR0004,16,4.322087287902832,5.029707908630371,0.7076206207275391
TR0004,17,5.011416435241699,2.839947462081909,-2.17146897315979
TR0004,18,2.418919563293457,4.42778205871582,2.0088624954223633
TR0004,19,5.12860107421875,6.380183219909668,1.251582145690918
TR0004,20,6.4366350173950195,7.19764518737793,0.7610101699829102
TR0004,21,3.986415386199951,4.299410343170166,0.31299495697021484
TR0004,22,4.761737823486328,6.268078327178955,1.506340503692627
TR0004,23,4.128830432891846,5.103621959686279,0.9747915267944336
TR0004,24,7.979194164276123,6.104809284210205,-1.874384880065918
TR0004,25,5.720193862915039,6.559761047363281,0.8395671844482422
TR0004,26,6.77282190322876,6.182190895080566,-0.5906310081481934
TR0004,27,3.401916265487671,5.523935794830322,2.1220195293426514
TR0004,28,2.7641830444335938,5.486486434936523,2.7223033905029297
TR0004,29,4.868176460266113,4.940398216247559,0.07222175598144531
TR0004,30,5.7245073318481445,4.176546573638916,-1.5479607582092285
TR0004,31,5.674454212188721,5.449239730834961,-0.22521448135375977
TR0004,32,5.532464027404785,1.7938146591186523,-3.738649368286133
TR0004,33,4.825650691986084,5.42278528213501,0.5971345901489258
TR0004,34,6.479521751403809,4.337800025939941,-2.141721725463867
TR0004,35,6.843592643737793,4.916848659515381,-1.926743984222412
TR0004,36,5.5920634269714355,3.0662198066711426,-2.525843620300293
TR0004,37,5.965649127960205,3.8463642597198486,-2.1192848682403564
TR0004,38,3.3622653484344482,5.132100582122803,1.7698352336883545
TR0004,39,5.1126604080200195,2.802980899810791,-2.3096795082092285
TR0004,40,4.013828277587891,3.659965991973877,-0.35386228561401367
TR0004,41,7.4456048011779785,3.39825439453125,-4.0473504066467285
TR0004,42,4.811190605163574,1.5936425924301147,-3.21754789352417
TR0004,43,2.7950797080993652,3.7665600776672363,0.9714803695678711
TR0004,44,5.837967395782471,4.472809314727783,-1.3651580810546875
TR0004,45,7.51362943649292,5.174471378326416,-2.339158058166504
TR0004,46,4.734337329864502,4.75738525390625,0.023047924041748047
TR0004,47,4.327456951141357,4.6651105880737305,0.33765363693237305
TR0004,48,4.2349138259887695,4.510245323181152,0.2753314971923828
TR0004,49,5.287449359893799,1.9462522268295288,-3.3411970138549805
TR0004,50,2.43220591545105,4.5023322105407715,2.0701262950897217
TR0004,51,5.902507305145264,6.499536514282227,0.5970292091369629
TR0004,52,6.680097579956055,6.004693984985352,-0.6754035949707031
TR0004,53,4.281929016113281,3.581512451171875,-0.7004165649414062
TR0004,54,5.279124736785889,6.769257545471191,1.4901328086853027
TR0004,55,4.857292652130127,5.9069414138793945,1.0496487617492676
TR0004,56,8.513569831848145,5.922831058502197,-2.5907387733459473
TR0004,57,6.7770094871521,7.338260650634766,0.561251163482666
TR0004,58,8.247095108032227,6.027749061584473,-2.219346046447754
TR0004,59,3.7045793533325195,5.7260613441467285,2.021481990814209
TR0004,60,3.4449429512023926,5.659290790557861,2.2143478393554688
TR0004,61,5.5426764488220215,4.680315017700195,-0.8623614311218262
TR0004,62,7.1872878074646,3.8990917205810547,-3.288196086883545
TR0004,63,6.60166597366333,4.729951858520508,-1.8717141151428223
TR0004,64,6.72125244140625,1.9418768882751465,-4.7793755531311035
TR0004,65,6.7509307861328125,5.428220272064209,-1.3227105140686035
TR0004,66,8.200519561767578,4.202930927276611,-3.997588634490967
TR0004,67,8.993120193481445,4.590546607971191,-4.402573585510254
TR0004,68,7.505113124847412,2.6103899478912354,-4.894722938537598
TR0004,69,8.229148864746094,3.6569480895996094,-4.572200775146484
TR0004,70,4.707291603088379,5.494687557220459,0.7873959541320801
TR0004,71,7.160860538482666,2.4776885509490967,-4.683172225952148
TR0004,72,5.593778610229492,3.498854875564575,-2.094923734664917
TR0004,73,9.159859657287598,3.578644037246704,-5.581215858459473
TR0004,74,6.034847259521484,1.290809154510498,-4.744038105010986
TR0004,75,3.1220221519470215,2.5302541255950928,-0.5917680263519287
TR0004,76,8.548102378845215,4.837899208068848,-3.710203170776367
TR0004,77,10.7736177444458,5.9209089279174805,-4.85270881652832
TR0004,78,7.291414737701416,4.711551666259766,-2.5798630714416504
TR0004,79,6.614846229553223,5.101897239685059,-1.512948989868164
TR0005,0,6.335564613342285,,-6.335564613342285
TR0005,1,4.714033126831055,,-4.714033126831055
TR0005,2,4.84987735748291,,-4.84987735748291
TR0005,3,4.826603412628174,,-4.826603412628174
TR0005,4,5.559878826141357,,-5.559878826141357
TR0005,5,3.7099101543426514,,-3.7099101543426514
TR0005,6,3.6644022464752197,,-3.6644022464752197
TR0005,7,5.33336877822876,,-5.33336877822876
TR0005,8,5.198112487792969,,-5.198112487792969
TR0005,9,3.644867181777954,,-3.644867181777954
TR0005,10,5.598563194274902,,-5.598563194274902
TR0005,11,5.050150394439697,,-5.050150394439697
TR0005,12,4.992675304412842,,-4.992675304412842
TR0005,13,5.9925217628479,,-5.9925217628479
TR0005,14,7.898888111114502,,-7.898888111114502
TR0005,15,6.108348846435547,,-6.108348846435547
TR0005,16,6.8446478843688965,,-6.8446478843688965
TR0005,17,3.631283760070801,,-3.631283760070801
TR0005,18,5.156286716461182,,-5.156286716461182
TR0005,19,3.16931414604187,,-3.16931414604187
TR0005,20,4.447735786437988,,-4.447735786437988
TR0005,21,5.041257381439209,,-5.041257381439209
TR0005,22,4.086177349090576,,-4.086177349090576
TR0005,23,1.1075681447982788,,-1.1075681447982788
TR0005,24,5.1640706062316895,,-5.1640706062316895
TR0005,25,3.179771661758423,,-3.179771661758423
TR0005,26,5.015068054199219,,-5.015068054199219
TR0005,27,5.334582328796387,,-5.334582328796387
TR0005,28,4.610326766967773,,-4.610326766967773
TR0005,29,4.4269866943359375,,-4.4269866943359375
TR0005,30,5.964028835296631,,-5.964028835296631
TR0005,31,5.256226539611816,,-5.256226539611816
TR0005,32,6.3055195808410645,,-6.3055195808410645
TR0005,33,4.673379898071289,,-4.673379898071289
TR0005,34,4.780087471008301,,-4.780087471008301
TR0005,35,4.841791152954102,,-4.841791152954102
TR0005,36,5.579692363739014,,-5.579692363739014
TR0005,37,3.7211368083953857,,-3.7211368083953857
TR0005,38,3.670626163482666,,-3.670626163482666
TR0005,39,5.326518535614014,,-5.326518535614014
TR0005,40,5.226366996765137,,-5.226366996765137
TR0005,41,3.6582911014556885,,-3.6582911014556885
TR0005,42,5.605210781097412,,-5.605210781097412
TR0005,43,5.066213607788086,,-5.066213607788086
TR0005,44,4.979639530181885,,-4.979639530181885
TR0005,45,6.004897594451904,,-6.004897594451904
TR0005,46,7.85595703125,,-7.85595703125
TR0005,47,6.098554611206055,,-6.098554611206055
TR0005,48,6.836206912994385,,-6.836206912994385
TR0005,49,3.580686092376709,,-3.580686092376709
TR0005,50,5.160748481750488,,-5.160748481750488
TR0005,51,3.1641860008239746,,-3.1641860008239746
TR0005,52,4.489380359649658,,-4.489380359649658
TR0005,53,5.027904033660889,,-5.027904033660889
TR0005,54,4.127419948577881,,-4.127419948577881
TR0005,55,1.1031253337860107,,-1.1031253337860107
TR0005,56,5.174727439880371,,-5.174727439880371
TR0005,57,3.1746408939361572,,-3.1746408939361572
TR0005,58,5.029903411865234,,-5.029903411865234
TR0005,59,5.328893661499023,,-5.328893661499023
TR0005,60,4.598752975463867,,-4.598752975463867
TR0005,61,4.424553871154785,,-4.424553871154785
TR0005,62,5.95061731338501,,-5.95061731338501
TR0005,63,5.2604289054870605,,-5.2604289054870605
TR0005,64,6.355292797088623,,-6.355292797088623
TR0005,65,4.703292369842529,,-4.703292369842529
TR0005,66,4.8481125831604,,-4.8481125831604
TR0005,67,4.831845283508301,,-4.831845283508301
TR0005,68,5.5165181159973145,,-5.5165181159973145
TR0005,69,3.7268965244293213,,-3.7268965244293213
TR0005,70,3.645195245742798,,-3.645195245742798
TR0005,71,5.310292720794678,,-5.310292720794678
TR0005,72,5.220346450805664,,-5.220346450805664
TR0005,73,3.630197286605835,,-3.630197286605835
TR0005,74,5.5929388999938965,,-5.5929388999938965
TR0005,75,5.097290515899658,,-5.097290515899658
TR0005,76,4.974776268005371,,-4.974776268005371
TR0005,77,6.037235260009766,,-6.037235260009766
TR0005,78,7.890044689178467,,-7.890044689178467
TR0005,79,6.100249767303467,,-6.100249767303467
TR0006,0,6.335564613342285,3.4878928661346436,-2.8476717472076416
TR0006,1,4.737411022186279,6.134061813354492,1.396650791168213
TR0006,2,4.872984409332275,3.903109073638916,-0.9698753356933594
TR0006,3,4.8661208152771,4.482024669647217,-0.3840961456298828
TR0006,4,5.61074161529541,4.321526050567627,-1.2892155647277832
TR0006,5,3.787912130355835,3.059433937072754,-0.728478193283081
TR0006,6,3.6592113971710205,5.585643291473389,1.9264318943023682
TR0006,7,5.40794038772583,4.975855350494385,-0.4320850372314453
TR0006,8,5.25277042388916,5.717012405395508,0.46424198150634766
TR0006,9,3.6407628059387207,5.9709906578063965,2.330227851867676
TR0006,10,5.759883403778076,3.7093560695648193,-2.050527334213257
TR0006,11,5.0468220710754395,5.399148941040039,0.3523268699645996
TR0006,12,4.9803667068481445,4.239332675933838,-0.7410340309143066
TR0006,13,6.0471601486206055,5.088249206542969,-0.9589109420776367
TR0006,14,7.741025447845459,2.8292202949523926,-4.911805152893066
TR0006,15,6.126957893371582,3.4779627323150635,-2.6489951610565186
TR0006,16,6.852664947509766,5.24128532409668,-1.611379623413086
TR0006,17,3.5780279636383057,3.606151819229126,0.028123855590820312
TR0006,18,5.348275661468506,8.076387405395508,2.728111743927002
TR0006,19,3.171642303466797,1.1988896131515503,-1.9727526903152466
TR0006,20,4.384653568267822,3.233290672302246,-1.1513628959655762
TR0006,21,5.175334930419922,4.026051044464111,-1.1492838859558105
TR0006,22,3.715231418609619,3.247417688369751,-0.46781373023986816
TR0006,23,0.530559241771698,6.211583614349365,5.681024551391602
TR0006,24,5.081967830657959,4.599371910095215,-0.48259592056274414
TR0006,25,2.7362492084503174,3.6565816402435303,0.9203324317932129
TR0006,26,4.756032943725586,2.024092674255371,-2.731940269470215
TR0006,27,5.193490982055664,6.5529704093933105,1.3594794273376465
TR0006,28,4.4903154373168945,3.8433001041412354,-0.6470153331756592
TR0006,29,4.741401195526123,3.0756537914276123,-1.6657474040985107
TR0006,30,5.960447788238525,4.069533348083496,-1.8909144401550293
TR0006,31,5.231560707092285,5.74609375,0.5145330429077148
TR0006,32,6.876616477966309,2.2564172744750977,-4.620199203491211
TR0006,33,4.836043834686279,5.482093334197998,0.6460494995117188
TR0006,34,5.335317611694336,3.243900775909424,-2.091416835784912
TR0006,35,5.210221767425537,4.2766523361206055,-0.9335694313049316
TR0006,36,6.2327470779418945,3.5330252647399902,-2.6997218132019043
TR0006,37,3.893817186355591,1.9332077503204346,-1.9606094360351562
TR0006,38,3.4696123600006104,4.648292541503906,1.178680181503296
TR0006,39,5.886460781097412,4.210026264190674,-1.6764345169067383
TR0006,40,5.274413108825684,5.674063205718994,0.39965009689331055
TR0006,41,3.5754306316375732,5.645962238311768,2.0705316066741943
TR0006,42,6.901472568511963,3.7599036693573,-3.141568899154663
TR0006,43,5.059520244598389,4.827162265777588,-0.23235797882080078
TR0006,44,5.02534818649292,3.955033779144287,-1.0703144073486328
TR0006,45,6.544321060180664,4.344069004058838,-2.200252056121826
TR0006,46,8.316631317138672,2.324434280395508,-5.992197036743164
TR0006,47,6.943896293640137,2.61152720451355,-4.332368850708008
TR0006,48,7.458081245422363,4.861001491546631,-2.5970797538757324
TR0006,49,3.828298330307007,3.101402759552002,-0.7268955707550049
TR0006,50,6.167724609375,8.51089859008789,2.3431739807128906
TR0006,51,3.4034435749053955,0.8397805690765381,-2.5636630058288574
TR0006,52,4.996246337890625,2.967642068862915,-2.02860426902771
TR0006,53,6.7640299797058105,3.5779855251312256,-3.186044454574585
TR0006,54,4.386145114898682,3.059274911880493,-1.3268702030181885
TR0006,55,0.3155079782009125,7.031700134277344,6.716192245483398
TR0006,56,6.163933753967285,5.192164421081543,-0.9717693328857422
TR0006,57,2.9305105209350586,3.963568925857544,1.0330584049224854
TR0006,58,5.40987491607666,1.8105274438858032,-3.5993475914001465
TR0006,59,6.247275352478027,7.036814212799072,0.7895388603210449
TR0006,60,5.66945743560791,4.242374420166016,-1.4270830154418945
TR0006,61,6.297182559967041,3.249155044555664,-3.048027515411377
TR0006,62,7.4171905517578125,4.6067962646484375,-2.810394287109375
TR0006,63,6.53192663192749,6.6919450759887695,0.1600184440612793
TR0006,64,8.914887428283691,2.151163101196289,-6.763724327087402
TR0006,65,7.753131866455078,5.985334396362305,-1.7677974700927734
TR0006,66,7.484079360961914,3.4310548305511475,-4.0530242919921875
TR0006,67,6.839922904968262,4.9961981773376465,-1.8437247276306152
TR0006,68,8.548243522644043,3.904858112335205,-4.643385410308838
TR0006,69,5.764520645141602,1.815172553062439,-3.949347972869873
TR0006,70,5.6659016609191895,4.747214317321777,-0.9186873435974121
TR0006,71,8.902350425720215,5.191015720367432,-3.711334705352783
TR0006,72,7.558420181274414,7.612377643585205,0.053957462310791016
TR0006,73,5.299722671508789,7.215294361114502,1.915571689605713
TR0006,74,10.516827583312988,5.306021213531494,-5.210806369781494
TR0006,75,6.277388572692871,5.522400379180908,-0.7549881935119629
TR0006,76,6.617959499359131,4.7465362548828125,-1.8714232444763184
TR0006,77,9.722090721130371,5.222324371337891,-4.4997663497924805
TR0006,78,12.189769744873047,3.041694402694702,-9.148075103759766
