method,model_id,benchmark,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
lora_grad_diff,qwen3_8b,RWKU,retain_loss_last,1,2.069756269454956,,,2.069756269454956,2.069756269454956,2.069756269454956,2.069756269454956,2.069756269454956,,
lora_grad_diff,qwen3_8b,RWKU,objective_first,1,-1.2112441062927246,,,-1.2112441062927246,-1.2112441062927246,-1.2112441062927246,-1.2112441062927246,-1.2112441062927246,,
lora_grad_diff,qwen3_8b,RWKU,objective_last,1,-25.34748077392578,,,-25.34748077392578,-25.34748077392578,-25.34748077392578,-25.34748077392578,-25.34748077392578,,
lora_grad_diff,qwen3_8b,RWKU,size_mib,1,666.6635122299194,,,666.6635122299194,666.6635122299194,666.6635122299194,666.6635122299194,666.6635122299194,,
lora_grad_diff,qwen3_8b,TOFU,forget_loss_first,3,4.389689922332764,0.22908784522397857,0.13226392910813536,4.501246929168701,4.313719272613525,4.521439075469971,4.12619161605835,4.54163122177124,4.130452621280819,4.6489272233847085
lora_grad_diff,qwen3_8b,TOFU,forget_loss_last,3,7.826885223388672,2.2717890683486486,1.3116180301531415,8.359204292297363,6.847703456878662,9.072226524353027,5.336202621459961,9.785248756408691,5.2561138842885144,10.39765656248883
lora_grad_diff,qwen3_8b,TOFU,retain_loss_first,3,2.98923659324646,0.42376061244366,0.24465830366630778,2.965757369995117,2.7717305421829224,3.195003032684326,2.5777037143707275,3.424248695373535,2.5097063180604966,3.4687668684324233
lora_grad_diff,qwen3_8b,TOFU,retain_loss_last,3,2.5732527573903403,0.5363401335539117,0.3096561204845508,2.283346176147461,2.2638022899627686,2.737749934196472,2.244258403778076,3.1921536922454834,1.9663267612406208,3.18017875354006
lora_grad_diff,qwen3_8b,TOFU,objective_first,3,-1.4004533290863037,0.6417377672025674,0.37050747264355166,-1.535489559173584,-1.7497085332870483,-1.1187162399291992,-1.9639275074005127,-0.7019429206848145,-2.126647975467665,-0.6742586827049425
lora_grad_diff,qwen3_8b,TOFU,objective_last,3,-5.253632465998332,2.790839559482349,1.611291970932191,-6.075858116149902,-6.808424234390259,-4.10995352268219,-7.540990352630615,-2.1440489292144775,-8.411764729025426,-2.095500202971238
lora_grad_diff,qwen3_8b,TOFU,size_mib,3,666.6635166803995,1.054805757079891e-05,6.089923877928421e-06,666.6635179519653,666.6635117530823,666.6635222434998,666.6635055541992,666.6635265350342,666.6635047441488,666.6635286166503
