run_id,block,model_id,benchmark,unit_id,target_id,target_name,topology,intervention,n_agents,chain_length,target_agent_position,debate_rounds,peer_evidence,comm_threshold,temperature,seed,parameter_method,drr_target,irr_target,retention_target,drr_system,irr_system,retention_system,n_scored_probes,runtime_seconds_log,n_log_occurrences,runtime_seconds,runtime_source,runtime_raw_fallback,model_params_b,seconds_per_probe,aggregate_run_hours
AU000225,main,qwen3_4b,MUSE-Books,muse_books,books,MUSE Books,hierarchical,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.0,,1.0,0.8,,0.8,10,228.1,2,228.1,runner_DONE_log,228.07400012016296,4.0,22.81,0.0633611111111111
AU000226,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,none,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,1.0,1.0,15,121.2,2,121.2,runner_DONE_log,121.15116000175476,4.0,8.08,0.033666666666666664
AU000227,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,global_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,1.0,1.0,15,96.2,2,96.2,runner_DONE_log,96.22886371612549,4.0,6.413333333333333,0.026722222222222224
AU000228,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,target_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,1.0,1.0,15,119.6,2,119.6,runner_DONE_log,119.63762545585632,4.0,7.973333333333333,0.03322222222222222
AU000229,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,1.0,1.0,15,108.2,2,108.2,runner_DONE_log,108.19600319862366,4.0,7.213333333333334,0.030055555555555558
AU000230,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,communication,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,1.0,1.0,15,113.5,2,113.5,runner_DONE_log,113.5377266407013,4.0,7.566666666666666,0.03152777777777778
AU000231,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.2,0.0,1.0,0.2,0.0,1.0,15,101.4,2,101.4,runner_DONE_log,101.4488320350647,4.0,6.760000000000001,0.02816666666666667
AU000232,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,1.0,1.0,15,109.0,2,109.0,runner_DONE_log,109.02734088897705,4.0,7.266666666666667,0.03027777777777778
AU000233,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,1.0,1.0,15,111.7,2,111.7,runner_DONE_log,111.683176279068,4.0,7.446666666666667,0.03102777777777778
AU000234,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,independent,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.2,0.0,1.0,0.2,0.0,1.0,15,102.4,2,102.4,runner_DONE_log,102.35124397277832,4.0,6.826666666666667,0.028444444444444446
AU000235,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,113.7,2,113.7,runner_DONE_log,113.70866584777832,4.0,7.58,0.03158333333333333
AU000236,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,global_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,1.0,1.0,15,95.7,2,95.7,runner_DONE_log,95.70288181304932,4.0,6.38,0.026583333333333334
AU000237,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,target_context,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,1.0,1.0,1.0,15,120.8,2,120.8,runner_DONE_log,120.76095700263977,4.0,8.053333333333333,0.033555555555555554
AU000238,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,119.9,2,119.9,runner_DONE_log,119.9130437374115,4.0,7.993333333333334,0.03330555555555556
AU000239,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,114.3,2,114.3,runner_DONE_log,114.26617050170898,4.0,7.62,0.03175
AU000240,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,1.0,1.0,1.0,15,113.3,2,113.3,runner_DONE_log,113.34340310096741,4.0,7.553333333333333,0.03147222222222222
AU000241,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,1.0,1.0,1.0,15,116.4,2,116.4,runner_DONE_log,116.423832654953,4.0,7.760000000000001,0.03233333333333333
AU000242,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,120.7,2,120.7,runner_DONE_log,120.67281246185303,4.0,8.046666666666667,0.03352777777777778
AU000243,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,sequential,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,1.0,1.0,1.0,15,111.2,2,111.2,runner_DONE_log,111.15189003944397,4.0,7.413333333333333,0.03088888888888889
AU000244,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,none,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.4,0.4,1.0,15,538.3,2,538.3,runner_DONE_log,538.3371646404266,4.0,35.88666666666666,0.14952777777777776
AU000245,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,global_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,0.4,1.0,15,423.6,2,423.6,runner_DONE_log,423.6314699649811,4.0,28.240000000000002,0.11766666666666667
AU000246,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,target_context,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.8,0.4,1.0,15,466.1,2,466.1,runner_DONE_log,466.0579364299774,4.0,31.073333333333334,0.12947222222222224
AU000247,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.6,0.4,1.0,15,463.4,2,463.4,runner_DONE_log,463.39463543891907,4.0,30.89333333333333,0.1287222222222222
AU000248,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,communication,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.4,0.4,1.0,15,512.2,2,512.2,runner_DONE_log,512.17627120018,4.0,34.14666666666667,0.14227777777777778
AU000249,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,1.0,0.4,0.4,15,464.3,2,464.3,runner_DONE_log,464.26538276672363,4.0,30.953333333333333,0.12897222222222224
AU000250,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,0.4,1.0,15,454.1,2,454.1,runner_DONE_log,454.0557062625885,4.0,30.273333333333333,0.12613888888888888
AU000251,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.6,0.4,1.0,15,463.8,2,463.8,runner_DONE_log,463.7650430202484,4.0,30.92,0.12883333333333333
AU000252,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,debate,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,1.0,1.0,0.4,0.4,15,452.5,2,452.5,runner_DONE_log,452.4593708515167,4.0,30.166666666666668,0.12569444444444444
AU000253,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,none,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.8,1.0,1.0,15,121.5,2,121.5,runner_DONE_log,121.52212715148926,4.0,8.1,0.03375
AU000254,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,global_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,1.0,1.0,15,109.9,2,109.9,runner_DONE_log,109.89646768569946,4.0,7.326666666666667,0.03052777777777778
AU000255,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,target_context,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.8,1.0,1.0,15,109.5,2,109.5,runner_DONE_log,109.46806740760803,4.0,7.3,0.030416666666666668
AU000256,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,120.0,2,120.0,runner_DONE_log,119.98154258728027,4.0,8.0,0.03333333333333333
AU000257,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,communication,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,1.0,1.0,15,113.6,2,113.6,runner_DONE_log,113.59171795845032,4.0,7.573333333333333,0.03155555555555555
AU000258,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.8,1.0,1.0,15,105.6,2,105.6,runner_DONE_log,105.59877920150757,4.0,7.04,0.029333333333333333
AU000259,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.4,1.0,1.0,0.8,1.0,1.0,15,111.7,2,111.7,runner_DONE_log,111.65814471244812,4.0,7.446666666666667,0.03102777777777778
AU000260,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,111.5,2,111.5,runner_DONE_log,111.48250246047974,4.0,7.433333333333334,0.030972222222222224
AU000261,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.4,1.0,1.0,1.0,1.0,1.0,15,108.9,2,108.9,runner_DONE_log,108.94150829315186,4.0,7.260000000000001,0.030250000000000003
AU000262,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,none,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.6,1.0,1.0,15,157.0,2,157.0,runner_DONE_log,157.0380551815033,4.0,10.466666666666667,0.043611111111111114
AU000263,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,global_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.2,0.8,1.0,15,113.7,2,113.7,runner_DONE_log,113.71064043045044,4.0,7.58,0.03158333333333333
AU000264,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,target_context,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.6,0.8,1.0,15,150.3,2,150.3,runner_DONE_log,150.3183946609497,4.0,10.020000000000001,0.04175
AU000265,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,0.8,1.0,15,132.9,2,132.9,runner_DONE_log,132.92368483543396,4.0,8.860000000000001,0.03691666666666667
AU000266,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,communication,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.6,1.0,1.0,15,162.2,2,162.2,runner_DONE_log,162.2330527305603,4.0,10.813333333333333,0.04505555555555555
AU000267,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.2,0.0,1.0,0.6,1.0,1.0,15,134.5,2,134.5,runner_DONE_log,134.52752256393433,4.0,8.966666666666667,0.03736111111111111
AU000268,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.2,1.0,1.0,0.6,0.8,1.0,15,152.1,2,152.1,runner_DONE_log,152.05742740631104,4.0,10.139999999999999,0.042249999999999996
AU000269,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,0.8,1.0,1.0,0.8,0.8,1.0,15,134.6,2,134.6,runner_DONE_log,134.60957050323486,4.0,8.973333333333333,0.03738888888888889
AU000270,main,qwen3_4b,RWKU,rwku_001,1,Stephen King,hierarchical,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.2,0.0,1.0,0.6,1.0,1.0,15,128.9,2,128.9,runner_DONE_log,128.87188076972961,4.0,8.593333333333334,0.035805555555555556
AU000271,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,84.8,2,84.8,runner_DONE_log,84.84609627723694,4.0,5.653333333333333,0.023555555555555555
AU000272,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,global_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,1.0,1.0,0.8,1.0,15,60.0,2,60.0,runner_DONE_log,59.98369908332825,4.0,4.0,0.016666666666666666
AU000273,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,target_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,1.0,1.0,0.8,1.0,15,79.3,2,79.3,runner_DONE_log,79.28178572654724,4.0,5.286666666666666,0.022027777777777778
AU000274,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,78.6,2,78.6,runner_DONE_log,78.6276171207428,4.0,5.239999999999999,0.021833333333333333
AU000275,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,84.6,2,84.6,runner_DONE_log,84.64355635643005,4.0,5.64,0.0235
AU000276,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.0,1.0,0.0,0.0,1.0,15,74.9,2,74.9,runner_DONE_log,74.92611885070801,4.0,4.993333333333334,0.020805555555555556
AU000277,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,1.0,1.0,0.8,1.0,15,79.7,2,79.7,runner_DONE_log,79.74415755271912,4.0,5.3133333333333335,0.02213888888888889
AU000278,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,78.3,2,78.3,runner_DONE_log,78.32311534881592,4.0,5.22,0.02175
AU000279,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,independent,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.0,1.0,0.0,0.0,1.0,15,74.8,2,74.8,runner_DONE_log,74.82555413246155,4.0,4.986666666666666,0.020777777777777777
AU000280,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,90.8,2,90.8,runner_DONE_log,90.83994436264038,4.0,6.053333333333333,0.025222222222222222
AU000281,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,global_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,1.0,1.0,0.8,1.0,15,67.9,2,67.9,runner_DONE_log,67.88049364089966,4.0,4.526666666666667,0.018861111111111113
AU000282,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,target_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,84.4,2,84.4,runner_DONE_log,84.38359308242798,4.0,5.626666666666667,0.023444444444444445
AU000283,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,83.6,2,83.6,runner_DONE_log,83.5841953754425,4.0,5.573333333333333,0.02322222222222222
AU000284,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,90.2,2,90.2,runner_DONE_log,90.22806596755981,4.0,6.013333333333334,0.025055555555555557
AU000285,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,79.6,2,79.6,runner_DONE_log,79.61142468452454,4.0,5.306666666666667,0.02211111111111111
AU000286,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,87.1,2,87.1,runner_DONE_log,87.08594560623169,4.0,5.806666666666667,0.024194444444444442
AU000287,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,83.5,2,83.5,runner_DONE_log,83.4773223400116,4.0,5.566666666666666,0.023194444444444445
AU000288,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,sequential,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.0,1.0,1.0,1.0,1.0,1.0,15,80.2,2,80.2,runner_DONE_log,80.176278591156,4.0,5.346666666666667,0.02227777777777778
AU000289,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,0.4,1.0,0.4,0.4,15,393.6,2,393.6,runner_DONE_log,393.605012178421,4.0,26.240000000000002,0.10933333333333334
AU000290,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,global_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,0.8,0.4,0.4,0.4,15,415.9,2,415.9,runner_DONE_log,415.8897578716278,4.0,27.726666666666667,0.11552777777777777
AU000291,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,target_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,0.4,0.6,0.4,0.4,15,411.6,2,411.6,runner_DONE_log,411.55092310905457,4.0,27.44,0.11433333333333334
AU000292,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,0.4,0.6,0.4,0.4,15,388.5,2,388.5,runner_DONE_log,388.458224773407,4.0,25.9,0.10791666666666666
AU000293,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,0.8,0.8,0.4,0.4,15,409.6,2,409.6,runner_DONE_log,409.61862206459045,4.0,27.30666666666667,0.11377777777777778
AU000294,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,0.6,0.4,0.4,0.4,15,431.1,2,431.1,runner_DONE_log,431.0642101764679,4.0,28.740000000000002,0.11975000000000001
AU000295,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,0.8,0.8,0.4,0.6,15,394.3,2,394.3,runner_DONE_log,394.2973737716675,4.0,26.28666666666667,0.10952777777777778
AU000296,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.8,0.8,1.0,0.4,0.4,15,379.4,2,379.4,runner_DONE_log,379.4071617126465,4.0,25.293333333333333,0.10538888888888888
AU000297,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,debate,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.2,0.8,1.0,0.4,0.4,0.6,15,445.1,2,445.1,runner_DONE_log,445.064471244812,4.0,29.673333333333336,0.1236388888888889
AU000298,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,116.1,2,116.1,runner_DONE_log,116.09754204750061,4.0,7.739999999999999,0.03225
AU000299,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,global_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,82.0,2,82.0,runner_DONE_log,82.01589679718018,4.0,5.466666666666667,0.02277777777777778
AU000300,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,target_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,101.8,2,101.8,runner_DONE_log,101.82119393348694,4.0,6.786666666666666,0.028277777777777777
AU000301,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,108.6,2,108.6,runner_DONE_log,108.60763573646545,4.0,7.239999999999999,0.030166666666666665
AU000302,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,107.6,2,107.6,runner_DONE_log,107.62926054000854,4.0,7.173333333333333,0.02988888888888889
AU000303,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,104.9,2,104.9,runner_DONE_log,104.94205617904663,4.0,6.993333333333334,0.02913888888888889
AU000304,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,107.7,2,107.7,runner_DONE_log,107.68812775611877,4.0,7.180000000000001,0.029916666666666668
AU000305,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,106.6,2,106.6,runner_DONE_log,106.59145641326904,4.0,7.1066666666666665,0.02961111111111111
AU000306,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,scratchpad,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.8,1.0,1.0,1.0,1.0,15,98.1,2,98.1,runner_DONE_log,98.1379406452179,4.0,6.54,0.02725
AU000307,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,93.8,2,93.8,runner_DONE_log,93.81633400917053,4.0,6.253333333333333,0.026055555555555554
AU000308,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,global_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,67.8,2,67.8,runner_DONE_log,67.82503914833069,4.0,4.52,0.018833333333333334
AU000309,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,target_context,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,85.7,2,85.7,runner_DONE_log,85.69928359985352,4.0,5.713333333333334,0.023805555555555555
AU000310,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,87.1,2,87.1,runner_DONE_log,87.14524626731873,4.0,5.806666666666667,0.024194444444444442
AU000311,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,91.8,2,91.8,runner_DONE_log,91.80248045921326,4.0,6.12,0.0255
AU000312,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.0,1.0,1.0,1.0,1.0,15,80.8,2,80.8,runner_DONE_log,80.81725549697876,4.0,5.386666666666667,0.022444444444444444
AU000313,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,target_context_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,84.4,2,84.4,runner_DONE_log,84.44766783714294,4.0,5.626666666666667,0.023444444444444445
AU000314,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,target_memory_comm,4,4,2,2,1.0,0.5,0.0,42,none,1.0,1.0,1.0,1.0,1.0,1.0,15,85.5,2,85.5,runner_DONE_log,85.49610590934753,4.0,5.7,0.02375
AU000315,main,qwen3_4b,RWKU,rwku_023,23,Evel Knievel,hierarchical,full_inference,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.0,1.0,1.0,1.0,1.0,15,79.4,2,79.4,runner_DONE_log,79.43530011177063,4.0,5.293333333333334,0.022055555555555557
AU000316,main,qwen3_4b,RWKU,rwku_045,45,Bruce Springsteen,independent,none,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.6,1.0,1.0,0.4,1.0,15,121.7,2,121.7,runner_DONE_log,121.69728565216064,4.0,8.113333333333333,0.033805555555555554
AU000317,main,qwen3_4b,RWKU,rwku_045,45,Bruce Springsteen,independent,global_context,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.8,1.0,0.0,1.0,1.0,15,141.3,2,141.3,runner_DONE_log,141.33888483047485,4.0,9.42,0.03925
AU000318,main,qwen3_4b,RWKU,rwku_045,45,Bruce Springsteen,independent,target_context,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.8,1.0,0.0,1.0,1.0,15,125.1,2,125.1,runner_DONE_log,125.0679988861084,4.0,8.34,0.034749999999999996
AU000319,main,qwen3_4b,RWKU,rwku_045,45,Bruce Springsteen,independent,target_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.6,1.0,1.0,0.6,1.0,1.0,15,105.4,2,105.4,runner_DONE_log,105.39720058441162,4.0,7.026666666666667,0.02927777777777778
AU000320,main,qwen3_4b,RWKU,rwku_045,45,Bruce Springsteen,independent,communication,4,4,2,2,1.0,0.5,0.0,42,none,1.0,0.6,1.0,1.0,0.4,1.0,15,120.4,2,120.4,runner_DONE_log,120.4344470500946,4.0,8.026666666666667,0.03344444444444444
AU000321,main,qwen3_4b,RWKU,rwku_045,45,Bruce Springsteen,independent,target_context_memory,4,4,2,2,1.0,0.5,0.0,42,none,0.0,0.4,1.0,0.0,0.4,1.0,15,103.0,2,103.0,runner_DONE_log,102.99888014793396,4.0,6.866666666666666,0.02861111111111111
