block,parameter_method,model_id,benchmark,topology,intervention,drr_target_mean,drr_target_std,drr_target_count,irr_target_mean,irr_target_std,irr_target_count,retention_target_mean,retention_target_std,retention_target_count,drr_system_mean,drr_system_std,drr_system_count,irr_system_mean,irr_system_std,irr_system_count,retention_system_mean,retention_system_std,retention_system_count
coder_scale,none,qwen25coder_1p5b,RWKU,debate,target_context_memory,0.06000000000000001,0.1349897115421106,10,0.16,0.2270584848790187,10,0.24000000000000005,0.2951459149490488,10,0.06000000000000001,0.1349897115421106,10,0.12,0.19321835661585918,10,0.36,0.41952353926806063,10
coder_scale,none,qwen25coder_1p5b,RWKU,independent,full_inference,0.06000000000000001,0.1349897115421106,10,0.04,0.12649110640673517,10,0.78,0.4157990967870047,10,0.08,0.1686548085423136,10,0.08,0.16865480854231357,10,0.78,0.4157990967870047,10
coder_scale,none,qwen25coder_1p5b,RWKU,independent,none,0.48,0.4825856285561029,10,0.4,0.44221663871405337,10,0.64,0.4695151163109069,10,0.72,0.4131182235954578,10,0.4,0.44221663871405337,10,0.64,0.4695151163109069,10
coder_scale,none,qwen25coder_1p5b,RWKU,independent,target_context_memory,0.06000000000000001,0.1349897115421106,10,0.04,0.12649110640673517,10,0.78,0.4157990967870047,10,0.08,0.1686548085423136,10,0.08,0.16865480854231357,10,0.78,0.4157990967870047,10
coder_scale,none,qwen25coder_1p5b,RWKU,scratchpad,full_inference,0.24000000000000005,0.3977715704047013,10,0.2,0.32659863237109044,10,0.8,0.4216370213557839,10,0.6799999999999999,0.3910100879630715,10,0.54,0.4221637386396684,10,0.78,0.4157990967870047,10
coder_scale,none,qwen25coder_1p5b,RWKU,scratchpad,none,0.6799999999999999,0.4732863826479693,10,0.52,0.4732863826479693,10,0.6599999999999999,0.47187568984497036,10,0.78,0.4157990967870047,10,0.52,0.4732863826479693,10,0.64,0.4788875998951459,10
coder_scale,none,qwen25coder_1p5b,RWKU,scratchpad,target_context_memory,0.38,0.42635405214185285,10,0.41999999999999993,0.44671641514002547,10,0.78,0.4157990967870047,10,0.6799999999999999,0.3910100879630715,10,0.5599999999999999,0.44020197384584475,10,0.78,0.4157990967870047,10
coder_scale,none,qwen25coder_1p5b,TOFU,debate,full_inference,0.5333333333333333,0.5033222956847166,3,0.6666666666666666,0.1154700538379252,3,1.0,0.0,3,0.7333333333333334,0.11547005383792525,3,0.8666666666666667,0.23094010767585027,3,1.0,0.0,3
coder_scale,none,qwen25coder_1p5b,TOFU,debate,none,0.7999999999999999,0.34641016151377546,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3,0.7999999999999999,0.34641016151377546,3,0.8666666666666667,0.23094010767585027,3,0.7999999999999999,0.34641016151377546,3
coder_scale,none,qwen25coder_1p5b,TOFU,debate,target_context_memory,0.9333333333333332,0.11547005383792512,3,0.9333333333333332,0.11547005383792512,3,1.0,0.0,3,0.8666666666666667,0.11547005383792512,3,0.9333333333333332,0.11547005383792512,3,1.0,0.0,3
coder_scale,none,qwen25coder_1p5b,TOFU,independent,full_inference,0.39999999999999997,0.5291502622129182,3,0.4000000000000001,0.4,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,1.0,0.0,3
coder_scale,none,qwen25coder_1p5b,TOFU,independent,none,0.6666666666666666,0.5773502691896258,3,0.8666666666666667,0.23094010767585033,3,1.0,0.0,3,0.6666666666666666,0.5773502691896258,3,0.8666666666666667,0.23094010767585033,3,0.9333333333333332,0.11547005383792512,3
coder_scale,none,qwen25coder_1p5b,TOFU,independent,target_context_memory,0.39999999999999997,0.5291502622129182,3,0.4000000000000001,0.4,3,1.0,0.0,3,0.0,0.0,3,0.0,0.0,3,1.0,0.0,3
coder_scale,none,qwen25coder_1p5b,TOFU,scratchpad,full_inference,0.6,0.5291502622129182,3,0.7999999999999999,0.34641016151377546,3,1.0,0.0,3,0.6666666666666666,0.5773502691896258,3,0.7999999999999999,0.34641016151377546,3,0.8666666666666667,0.23094010767585033,3
coder_scale,none,qwen25coder_1p5b,TOFU,scratchpad,none,0.6666666666666666,0.5773502691896258,3,0.7333333333333334,0.46188021535170065,3,1.0,0.0,3,0.6666666666666666,0.5773502691896258,3,0.8666666666666667,0.23094010767585033,3,0.8666666666666667,0.23094010767585033,3
coder_scale,none,qwen25coder_1p5b,TOFU,scratchpad,target_context_memory,0.6666666666666666,0.5773502691896258,3,0.6666666666666666,0.5773502691896258,3,1.0,0.0,3,0.6666666666666666,0.5773502691896258,3,0.7333333333333334,0.46188021535170065,3,0.8666666666666667,0.23094010767585033,3
coder_scale,none,qwen25coder_7b,MUSE-Books,debate,full_inference,0.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,debate,none,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,debate,target_context_memory,0.8,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,independent,full_inference,0.0,,1,,,0,1.0,,1,0.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,independent,none,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,independent,target_context_memory,0.0,,1,,,0,1.0,,1,0.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,scratchpad,full_inference,0.0,,1,,,0,1.0,,1,0.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,scratchpad,none,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-Books,scratchpad,target_context_memory,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,debate,full_inference,1.0,,1,,,0,0.2,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,debate,none,1.0,,1,,,0,0.4,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,debate,target_context_memory,1.0,,1,,,0,0.4,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,independent,full_inference,0.0,,1,,,0,0.0,,1,0.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,independent,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,independent,target_context_memory,0.0,,1,,,0,0.0,,1,0.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,scratchpad,full_inference,1.0,,1,,,0,0.2,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,scratchpad,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,MUSE-News,scratchpad,target_context_memory,1.0,,1,,,0,0.2,,1,1.0,,1,,,0,1.0,,1
coder_scale,none,qwen25coder_7b,RWKU,debate,full_inference,0.4600000000000001,0.3272783388968954,10,0.52,0.43410188256265886,10,0.82,0.34576806613039834,10,0.82,0.3190262963734773,10,0.6599999999999999,0.47187568984497036,10,0.86,0.3272783388968954,10
coder_scale,none,qwen25coder_7b,RWKU,debate,none,0.6799999999999999,0.34253953543107013,10,0.54,0.3893013685508382,10,0.8400000000000001,0.3238655413730965,10,0.8,0.3126943839882287,10,0.6,0.4422166387140533,10,0.86,0.3134042472944842,10
coder_scale,none,qwen25coder_7b,RWKU,debate,target_context_memory,0.6799999999999999,0.28596814119369623,10,0.58,0.4366539438350084,10,0.8,0.339934634239519,10,0.82,0.2740640638812596,10,0.6799999999999999,0.4732863826479693,10,0.8800000000000001,0.3155242550986462,10
coder_scale,none,qwen25coder_7b,RWKU,independent,full_inference,0.6,0.5163977794943222,10,0.26,0.4325634186002223,10,0.9,0.31622776601683794,10,0.6,0.5163977794943222,10,0.26,0.4325634186002223,10,0.9,0.31622776601683794,10
coder_scale,none,qwen25coder_7b,RWKU,independent,none,0.86,0.3272783388968954,10,0.5599999999999999,0.45995168828427574,10,0.9,0.31622776601683794,10,0.9,0.31622776601683794,10,0.6799999999999999,0.4442221666388716,10,0.9,0.31622776601683794,10
coder_scale,none,qwen25coder_7b,RWKU,independent,target_context_memory,0.6,0.5163977794943222,10,0.26,0.4325634186002223,10,0.9,0.31622776601683794,10,0.6,0.5163977794943222,10,0.26,0.4325634186002223,10,0.9,0.31622776601683794,10
coder_scale,none,qwen25coder_7b,RWKU,scratchpad,full_inference,0.7,0.48304589153964794,10,0.6,0.45215533220835125,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10,0.74,0.41150131632029235,10,0.8800000000000001,0.3155242550986462,10
coder_scale,none,qwen25coder_7b,RWKU,scratchpad,none,0.9,0.2538591035287969,10,0.6599999999999999,0.47187568984497036,10,0.78,0.4157990967870047,10,0.9,0.31622776601683794,10,0.76,0.4087922591134904,10,0.8800000000000001,0.3155242550986462,10
coder_scale,none,qwen25coder_7b,RWKU,scratchpad,target_context_memory,0.9800000000000001,0.06324555320336758,10,0.6599999999999999,0.47187568984497036,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10,0.76,0.4087922591134904,10,0.8800000000000001,0.3155242550986462,10
coder_scale,none,qwen25coder_7b,TOFU,debate,full_inference,0.5333333333333333,0.4163331998932265,3,0.8666666666666667,0.23094010767585027,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3,0.7333333333333334,0.46188021535170065,3
coder_scale,none,qwen25coder_7b,TOFU,debate,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3,0.7999999999999999,0.34641016151377546,3
coder_scale,none,qwen25coder_7b,TOFU,debate,target_context_memory,0.9333333333333332,0.11547005383792512,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3,0.7333333333333334,0.46188021535170065,3
coder_scale,none,qwen25coder_7b,TOFU,independent,full_inference,0.3333333333333333,0.5773502691896258,3,0.5333333333333333,0.5033222956847166,3,1.0,0.0,3,0.3333333333333333,0.5773502691896258,3,0.39999999999999997,0.5291502622129182,3,0.7999999999999999,0.34641016151377546,3
coder_scale,none,qwen25coder_7b,TOFU,independent,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3
coder_scale,none,qwen25coder_7b,TOFU,independent,target_context_memory,0.3333333333333333,0.5773502691896258,3,0.5333333333333333,0.5033222956847166,3,1.0,0.0,3,0.3333333333333333,0.5773502691896258,3,0.39999999999999997,0.5291502622129182,3,0.7999999999999999,0.34641016151377546,3
coder_scale,none,qwen25coder_7b,TOFU,scratchpad,full_inference,0.6,0.4,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3,1.0,0.0,3,1.0,0.0,3
coder_scale,none,qwen25coder_7b,TOFU,scratchpad,none,0.7999999999999999,0.34641016151377546,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3
coder_scale,none,qwen25coder_7b,TOFU,scratchpad,target_context_memory,0.7333333333333334,0.46188021535170065,3,1.0,0.0,3,1.0,0.0,3,0.9333333333333332,0.11547005383792512,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,MUSE-Books,debate,full_inference,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-Books,debate,none,1.0,,1,,,0,0.6,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-Books,debate,target_context_memory,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-Books,hierarchical,full_inference,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-Books,hierarchical,none,1.0,,1,,,0,0.4,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-Books,hierarchical,target_context_memory,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-Books,independent,full_inference,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-Books,independent,none,1.0,,1,,,0,0.6,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-Books,independent,target_context_memory,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-Books,scratchpad,full_inference,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-Books,scratchpad,none,1.0,,1,,,0,0.2,,1,1.0,,1,,,0,0.4,,1
large_scale,none,qwen3_14b,MUSE-Books,scratchpad,target_context_memory,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-Books,sequential,full_inference,1.0,,1,,,0,0.4,,1,1.0,,1,,,0,0.8,,1
large_scale,none,qwen3_14b,MUSE-Books,sequential,none,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
large_scale,none,qwen3_14b,MUSE-Books,sequential,target_context_memory,1.0,,1,,,0,0.4,,1,1.0,,1,,,0,0.8,,1
large_scale,none,qwen3_14b,MUSE-News,debate,full_inference,0.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-News,debate,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.4,,1
large_scale,none,qwen3_14b,MUSE-News,debate,target_context_memory,0.4,,1,,,0,0.0,,1,1.0,,1,,,0,0.6,,1
large_scale,none,qwen3_14b,MUSE-News,hierarchical,full_inference,0.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,hierarchical,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,hierarchical,target_context_memory,0.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,independent,full_inference,0.0,,1,,,0,0.0,,1,0.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,independent,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,independent,target_context_memory,0.0,,1,,,0,0.0,,1,0.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,scratchpad,full_inference,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,scratchpad,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,scratchpad,target_context_memory,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,sequential,full_inference,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,sequential,none,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,MUSE-News,sequential,target_context_memory,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,1.0,,1
large_scale,none,qwen3_14b,RWKU,debate,full_inference,0.5800000000000001,0.3190262963734773,10,0.6799999999999999,0.39101008796307146,10,0.6599999999999999,0.2836272984824353,10,0.64,0.32386554137309653,10,0.6799999999999999,0.36757463338907254,10,0.78,0.3457680661303984,10
large_scale,none,qwen3_14b,RWKU,debate,none,0.72,0.39101008796307146,10,0.8,0.4216370213557839,10,0.8400000000000001,0.32386554137309653,10,0.7,0.3559026084010437,10,0.76,0.35023801430836526,10,0.82,0.33266599866332397,10
large_scale,none,qwen3_14b,RWKU,debate,target_context_memory,0.6,0.28284271247461906,10,0.7,0.380058475033046,10,0.62,0.2573367875415838,10,0.64,0.3373096170846272,10,0.7,0.3559026084010437,10,0.76,0.35023801430836526,10
large_scale,none,qwen3_14b,RWKU,hierarchical,full_inference,0.54,0.49035134795822116,10,0.48,0.5094659513211414,10,1.0,0.0,10,0.9,0.31622776601683794,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,hierarchical,none,0.8400000000000001,0.3502380143083652,10,0.8,0.4216370213557839,10,1.0,0.0,10,0.9,0.31622776601683794,10,0.9,0.31622776601683794,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,hierarchical,target_context_memory,0.54,0.49035134795822116,10,0.48,0.5094659513211414,10,1.0,0.0,10,0.9,0.31622776601683794,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,independent,full_inference,0.52,0.4732863826479693,10,0.48,0.4825856285561029,10,1.0,0.0,10,0.52,0.4732863826479693,10,0.48,0.4825856285561029,10,1.0,0.0,10
large_scale,none,qwen3_14b,RWKU,independent,none,0.8,0.4216370213557839,10,0.8,0.4216370213557839,10,0.9800000000000001,0.06324555320336757,10,0.9,0.31622776601683794,10,0.8800000000000001,0.3155242550986462,10,0.9800000000000001,0.06324555320336757,10
large_scale,none,qwen3_14b,RWKU,independent,target_context_memory,0.52,0.4732863826479693,10,0.48,0.4825856285561029,10,1.0,0.0,10,0.52,0.4732863826479693,10,0.48,0.4825856285561029,10,1.0,0.0,10
large_scale,none,qwen3_14b,RWKU,scratchpad,full_inference,0.6,0.42163702135578396,10,0.6799999999999999,0.43410188256265886,10,1.0,0.0,10,0.9,0.31622776601683794,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,scratchpad,none,0.96,0.0843274042711568,10,0.8,0.4216370213557839,10,1.0,0.0,10,0.9199999999999999,0.25298221281347033,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,scratchpad,target_context_memory,0.8800000000000001,0.3155242550986462,10,0.74,0.4325634186002223,10,1.0,0.0,10,0.9,0.31622776601683794,10,0.8800000000000001,0.3155242550986462,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,sequential,full_inference,0.62,0.4939635614091387,10,0.76,0.3977715704047013,10,0.9,0.31622776601683794,10,0.86,0.3272783388968954,10,0.86,0.2988868236194652,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,sequential,none,0.76,0.41952353926806063,10,0.74,0.4325634186002223,10,0.9,0.31622776601683794,10,0.86,0.3272783388968954,10,0.82,0.3457680661303984,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,RWKU,sequential,target_context_memory,0.74,0.41150131632029247,10,0.76,0.3977715704047013,10,0.9,0.31622776601683794,10,0.86,0.3272783388968954,10,0.86,0.2988868236194652,10,0.9,0.31622776601683794,10
large_scale,none,qwen3_14b,TOFU,debate,full_inference,0.13333333333333333,0.23094010767585033,3,0.7333333333333334,0.46188021535170054,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,debate,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,debate,target_context_memory,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,hierarchical,full_inference,0.0,0.0,3,0.3333333333333333,0.5773502691896258,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,hierarchical,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,hierarchical,target_context_memory,0.0,0.0,3,0.3333333333333333,0.5773502691896258,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,independent,full_inference,0.19999999999999998,0.34641016151377546,3,0.3333333333333333,0.5773502691896258,3,1.0,0.0,3,0.19999999999999998,0.34641016151377546,3,0.3333333333333333,0.5773502691896258,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,independent,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,independent,target_context_memory,0.19999999999999998,0.34641016151377546,3,0.3333333333333333,0.5773502691896258,3,1.0,0.0,3,0.19999999999999998,0.34641016151377546,3,0.3333333333333333,0.5773502691896258,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,scratchpad,full_inference,0.06666666666666667,0.11547005383792516,3,0.6666666666666666,0.5773502691896258,3,1.0,0.0,3,0.7333333333333334,0.46188021535170065,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,scratchpad,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,scratchpad,target_context_memory,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,sequential,full_inference,0.0,0.0,3,0.9333333333333332,0.11547005383792512,3,1.0,0.0,3,0.6666666666666666,0.5773502691896258,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,sequential,none,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
large_scale,none,qwen3_14b,TOFU,sequential,target_context_memory,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3
main,none,mistral_7b,MUSE-Books,debate,communication,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,full_inference,0.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,global_context,0.0,,1,,,0,0.8,,1,0.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,debate,none,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,target_context,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,target_context_comm,0.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,target_context_memory,1.0,,1,,,0,1.0,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,target_memory,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,debate,target_memory_comm,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,1.0,,1
main,none,mistral_7b,MUSE-Books,hierarchical,communication,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,hierarchical,full_inference,0.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,hierarchical,global_context,0.0,,1,,,0,0.6,,1,0.0,,1,,,0,0.6,,1
main,none,mistral_7b,MUSE-Books,hierarchical,none,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,hierarchical,target_context,0.0,,1,,,0,0.6,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,hierarchical,target_context_comm,0.0,,1,,,0,0.6,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,hierarchical,target_context_memory,0.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,hierarchical,target_memory,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.4,,1
main,none,mistral_7b,MUSE-Books,hierarchical,target_memory_comm,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.4,,1
main,none,mistral_7b,MUSE-Books,independent,communication,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,independent,full_inference,0.0,,1,,,0,0.0,,1,0.0,,1,,,0,0.0,,1
main,none,mistral_7b,MUSE-Books,independent,global_context,0.0,,1,,,0,0.6,,1,0.0,,1,,,0,0.6,,1
main,none,mistral_7b,MUSE-Books,independent,none,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,independent,target_context,0.0,,1,,,0,0.6,,1,0.0,,1,,,0,0.6,,1
main,none,mistral_7b,MUSE-Books,independent,target_context_comm,0.0,,1,,,0,0.6,,1,0.0,,1,,,0,0.6,,1
main,none,mistral_7b,MUSE-Books,independent,target_context_memory,0.0,,1,,,0,0.0,,1,0.0,,1,,,0,0.0,,1
main,none,mistral_7b,MUSE-Books,independent,target_memory,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.0,,1
main,none,mistral_7b,MUSE-Books,independent,target_memory_comm,1.0,,1,,,0,0.0,,1,1.0,,1,,,0,0.0,,1
main,none,mistral_7b,MUSE-Books,scratchpad,communication,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,full_inference,0.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,global_context,0.0,,1,,,0,0.6,,1,0.0,,1,,,0,0.6,,1
main,none,mistral_7b,MUSE-Books,scratchpad,none,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,target_context,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,target_context_comm,0.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,target_context_memory,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,target_memory,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,scratchpad,target_memory_comm,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,communication,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,full_inference,0.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,global_context,0.0,,1,,,0,0.6,,1,0.0,,1,,,0,0.6,,1
main,none,mistral_7b,MUSE-Books,sequential,none,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,target_context,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,target_context_comm,0.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,target_context_memory,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
main,none,mistral_7b,MUSE-Books,sequential,target_memory,1.0,,1,,,0,0.8,,1,1.0,,1,,,0,0.8,,1
