run_id,block,model_id,benchmark,unit_id,topology,intervention,parameter_method,drr_target,irr_target,retention_target,drr_system,irr_system,retention_system,n_scored_probes
AU001002,main,qwen3_8b,RWKU,rwku_045,sequential,target_context,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001003,main,qwen3_8b,RWKU,rwku_045,sequential,target_memory,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001004,main,qwen3_8b,RWKU,rwku_045,sequential,communication,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001005,main,qwen3_8b,RWKU,rwku_045,sequential,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001006,main,qwen3_8b,RWKU,rwku_045,sequential,target_context_comm,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001007,main,qwen3_8b,RWKU,rwku_045,sequential,target_memory_comm,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001008,main,qwen3_8b,RWKU,rwku_045,sequential,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001009,main,qwen3_8b,RWKU,rwku_045,debate,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001010,main,qwen3_8b,RWKU,rwku_045,debate,global_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001011,main,qwen3_8b,RWKU,rwku_045,debate,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001012,main,qwen3_8b,RWKU,rwku_045,debate,target_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001013,main,qwen3_8b,RWKU,rwku_045,debate,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001014,main,qwen3_8b,RWKU,rwku_045,debate,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001015,main,qwen3_8b,RWKU,rwku_045,debate,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001016,main,qwen3_8b,RWKU,rwku_045,debate,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001017,main,qwen3_8b,RWKU,rwku_045,debate,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001018,main,qwen3_8b,RWKU,rwku_045,scratchpad,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001019,main,qwen3_8b,RWKU,rwku_045,scratchpad,global_context,none,0.0,0.0,0.2,0.0,0.0,0.6,15
AU001020,main,qwen3_8b,RWKU,rwku_045,scratchpad,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001021,main,qwen3_8b,RWKU,rwku_045,scratchpad,target_memory,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001022,main,qwen3_8b,RWKU,rwku_045,scratchpad,communication,none,0.0,0.0,0.6,0.0,0.0,0.4,15
AU001023,main,qwen3_8b,RWKU,rwku_045,scratchpad,target_context_memory,none,0.0,0.0,0.8,0.0,0.0,0.2,15
AU001024,main,qwen3_8b,RWKU,rwku_045,scratchpad,target_context_comm,none,0.0,0.0,0.6,0.0,0.0,0.4,15
AU001025,main,qwen3_8b,RWKU,rwku_045,scratchpad,target_memory_comm,none,0.0,0.0,0.4,0.0,0.0,0.2,15
AU001026,main,qwen3_8b,RWKU,rwku_045,scratchpad,full_inference,none,0.0,0.0,0.8,0.0,0.0,0.4,15
AU001027,main,qwen3_8b,RWKU,rwku_045,hierarchical,none,none,0.0,0.0,0.4,0.0,0.0,0.0,15
AU001028,main,qwen3_8b,RWKU,rwku_045,hierarchical,global_context,none,0.2,0.0,0.8,0.0,0.0,0.4,15
AU001029,main,qwen3_8b,RWKU,rwku_045,hierarchical,target_context,none,0.2,0.0,0.8,0.0,0.0,0.0,15
AU001030,main,qwen3_8b,RWKU,rwku_045,hierarchical,target_memory,none,0.0,0.0,0.6,0.0,0.0,0.0,15
AU001031,main,qwen3_8b,RWKU,rwku_045,hierarchical,communication,none,0.0,0.0,0.4,0.0,0.0,0.0,15
AU001032,main,qwen3_8b,RWKU,rwku_045,hierarchical,target_context_memory,none,0.0,0.0,0.2,0.0,0.0,0.0,15
AU001033,main,qwen3_8b,RWKU,rwku_045,hierarchical,target_context_comm,none,0.2,0.0,0.8,0.0,0.0,0.0,15
AU001034,main,qwen3_8b,RWKU,rwku_045,hierarchical,target_memory_comm,none,0.0,0.0,0.6,0.0,0.0,0.0,15
AU001035,main,qwen3_8b,RWKU,rwku_045,hierarchical,full_inference,none,0.0,0.0,0.2,0.0,0.0,0.0,15
AU001036,main,qwen3_8b,RWKU,rwku_067,independent,none,none,0.4,0.4,0.0,0.4,0.4,0.0,15
AU001037,main,qwen3_8b,RWKU,rwku_067,independent,global_context,none,0.2,0.4,0.0,0.2,0.4,0.0,15
AU001038,main,qwen3_8b,RWKU,rwku_067,independent,target_context,none,0.2,0.4,0.0,0.2,0.4,0.0,15
AU001039,main,qwen3_8b,RWKU,rwku_067,independent,target_memory,none,0.4,0.0,0.0,0.4,0.0,0.0,15
AU001040,main,qwen3_8b,RWKU,rwku_067,independent,communication,none,0.4,0.4,0.0,0.4,0.4,0.0,15
AU001041,main,qwen3_8b,RWKU,rwku_067,independent,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001042,main,qwen3_8b,RWKU,rwku_067,independent,target_context_comm,none,0.2,0.4,0.0,0.2,0.4,0.0,15
AU001043,main,qwen3_8b,RWKU,rwku_067,independent,target_memory_comm,none,0.4,0.0,0.0,0.4,0.0,0.0,15
AU001044,main,qwen3_8b,RWKU,rwku_067,independent,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001045,main,qwen3_8b,RWKU,rwku_067,sequential,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001046,main,qwen3_8b,RWKU,rwku_067,sequential,global_context,none,0.0,0.2,0.0,0.0,0.2,0.0,15
AU001047,main,qwen3_8b,RWKU,rwku_067,sequential,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001048,main,qwen3_8b,RWKU,rwku_067,sequential,target_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001049,main,qwen3_8b,RWKU,rwku_067,sequential,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001050,main,qwen3_8b,RWKU,rwku_067,sequential,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001051,main,qwen3_8b,RWKU,rwku_067,sequential,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001052,main,qwen3_8b,RWKU,rwku_067,sequential,target_memory_comm,none,0.2,0.0,0.0,0.0,0.0,0.0,15
AU001053,main,qwen3_8b,RWKU,rwku_067,sequential,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001054,main,qwen3_8b,RWKU,rwku_067,debate,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001055,main,qwen3_8b,RWKU,rwku_067,debate,global_context,none,0.0,0.4,0.0,0.0,0.4,0.0,15
AU001056,main,qwen3_8b,RWKU,rwku_067,debate,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001057,main,qwen3_8b,RWKU,rwku_067,debate,target_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001058,main,qwen3_8b,RWKU,rwku_067,debate,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001059,main,qwen3_8b,RWKU,rwku_067,debate,target_context_memory,none,0.0,0.0,0.0,0.2,0.0,0.0,15
AU001060,main,qwen3_8b,RWKU,rwku_067,debate,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001061,main,qwen3_8b,RWKU,rwku_067,debate,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001062,main,qwen3_8b,RWKU,rwku_067,debate,full_inference,none,0.0,0.0,0.0,0.2,0.0,0.0,15
AU001063,main,qwen3_8b,RWKU,rwku_067,scratchpad,none,none,0.2,0.0,0.0,0.0,0.2,0.0,15
AU001064,main,qwen3_8b,RWKU,rwku_067,scratchpad,global_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001065,main,qwen3_8b,RWKU,rwku_067,scratchpad,target_context,none,0.0,0.2,0.0,0.0,0.2,0.0,15
AU001066,main,qwen3_8b,RWKU,rwku_067,scratchpad,target_memory,none,0.4,0.0,0.0,0.0,0.2,0.0,15
AU001067,main,qwen3_8b,RWKU,rwku_067,scratchpad,communication,none,0.2,0.2,0.0,0.0,0.2,0.0,15
AU001068,main,qwen3_8b,RWKU,rwku_067,scratchpad,target_context_memory,none,0.0,0.4,0.0,0.0,0.2,0.0,15
AU001069,main,qwen3_8b,RWKU,rwku_067,scratchpad,target_context_comm,none,0.0,0.0,0.0,0.0,0.2,0.0,15
AU001070,main,qwen3_8b,RWKU,rwku_067,scratchpad,target_memory_comm,none,0.4,0.2,0.0,0.0,0.2,0.0,15
AU001071,main,qwen3_8b,RWKU,rwku_067,scratchpad,full_inference,none,0.0,0.4,0.0,0.0,0.0,0.0,15
AU001072,main,qwen3_8b,RWKU,rwku_067,hierarchical,none,none,0.2,0.2,0.0,0.0,0.2,0.0,15
AU001073,main,qwen3_8b,RWKU,rwku_067,hierarchical,global_context,none,0.2,0.4,0.0,0.0,0.4,0.0,15
AU001074,main,qwen3_8b,RWKU,rwku_067,hierarchical,target_context,none,0.2,0.4,0.0,0.0,0.2,0.0,15
AU001075,main,qwen3_8b,RWKU,rwku_067,hierarchical,target_memory,none,0.2,0.0,0.0,0.0,0.2,0.0,15
AU001076,main,qwen3_8b,RWKU,rwku_067,hierarchical,communication,none,0.2,0.2,0.0,0.0,0.2,0.0,15
AU001077,main,qwen3_8b,RWKU,rwku_067,hierarchical,target_context_memory,none,0.0,0.4,0.0,0.0,0.2,0.0,15
AU001078,main,qwen3_8b,RWKU,rwku_067,hierarchical,target_context_comm,none,0.2,0.4,0.0,0.0,0.2,0.0,15
AU001079,main,qwen3_8b,RWKU,rwku_067,hierarchical,target_memory_comm,none,0.2,0.0,0.0,0.0,0.2,0.0,15
AU001080,main,qwen3_8b,RWKU,rwku_067,hierarchical,full_inference,none,0.0,0.4,0.0,0.0,0.2,0.0,15
AU001081,main,qwen3_8b,RWKU,rwku_089,independent,none,none,0.4,0.0,1.0,0.4,0.0,1.0,15
AU001082,main,qwen3_8b,RWKU,rwku_089,independent,global_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001083,main,qwen3_8b,RWKU,rwku_089,independent,target_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001084,main,qwen3_8b,RWKU,rwku_089,independent,target_memory,none,0.4,0.0,1.0,0.4,0.0,1.0,15
AU001085,main,qwen3_8b,RWKU,rwku_089,independent,communication,none,0.4,0.0,1.0,0.4,0.0,1.0,15
AU001086,main,qwen3_8b,RWKU,rwku_089,independent,target_context_memory,none,0.4,0.0,0.2,0.4,0.0,0.2,15
AU001087,main,qwen3_8b,RWKU,rwku_089,independent,target_context_comm,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001088,main,qwen3_8b,RWKU,rwku_089,independent,target_memory_comm,none,0.4,0.0,1.0,0.4,0.0,1.0,15
AU001089,main,qwen3_8b,RWKU,rwku_089,independent,full_inference,none,0.4,0.0,0.2,0.4,0.0,0.2,15
AU001090,main,qwen3_8b,RWKU,rwku_089,sequential,none,none,0.2,0.0,0.8,0.2,0.0,0.4,15
AU001091,main,qwen3_8b,RWKU,rwku_089,sequential,global_context,none,0.0,0.0,0.8,0.0,0.0,0.2,15
AU001092,main,qwen3_8b,RWKU,rwku_089,sequential,target_context,none,0.0,0.0,0.6,0.2,0.0,0.2,15
AU001093,main,qwen3_8b,RWKU,rwku_089,sequential,target_memory,none,0.2,0.0,0.0,0.2,0.0,0.0,15
AU001094,main,qwen3_8b,RWKU,rwku_089,sequential,communication,none,0.0,0.0,0.8,0.0,0.0,0.4,15
AU001095,main,qwen3_8b,RWKU,rwku_089,sequential,target_context_memory,none,0.0,0.0,0.0,0.2,0.0,0.0,15
AU001096,main,qwen3_8b,RWKU,rwku_089,sequential,target_context_comm,none,0.0,0.0,0.6,0.0,0.0,0.2,15
AU001097,main,qwen3_8b,RWKU,rwku_089,sequential,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001098,main,qwen3_8b,RWKU,rwku_089,sequential,full_inference,none,0.0,0.0,0.0,0.2,0.0,0.0,15
AU001099,main,qwen3_8b,RWKU,rwku_089,debate,none,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001100,main,qwen3_8b,RWKU,rwku_089,debate,global_context,none,0.0,0.2,0.2,0.0,0.2,0.2,15
AU001101,main,qwen3_8b,RWKU,rwku_089,debate,target_context,none,0.0,0.0,0.0,0.0,0.0,0.8,15
AU001102,main,qwen3_8b,RWKU,rwku_089,debate,target_memory,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001103,main,qwen3_8b,RWKU,rwku_089,debate,communication,none,0.0,0.0,0.2,0.0,0.0,0.4,15
AU001104,main,qwen3_8b,RWKU,rwku_089,debate,target_context_memory,none,0.0,0.2,0.0,0.0,0.2,0.4,15
AU001105,main,qwen3_8b,RWKU,rwku_089,debate,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.8,15
AU001106,main,qwen3_8b,RWKU,rwku_089,debate,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.2,15
AU001107,main,qwen3_8b,RWKU,rwku_089,debate,full_inference,none,0.0,0.2,0.0,0.0,0.0,0.4,15
AU001108,main,qwen3_8b,RWKU,rwku_089,scratchpad,none,none,0.0,0.4,1.0,0.0,0.0,0.2,15
AU001109,main,qwen3_8b,RWKU,rwku_089,scratchpad,global_context,none,0.0,0.0,0.4,0.0,0.0,0.8,15
AU001110,main,qwen3_8b,RWKU,rwku_089,scratchpad,target_context,none,0.0,0.0,0.6,0.0,0.0,0.4,15
AU001111,main,qwen3_8b,RWKU,rwku_089,scratchpad,target_memory,none,0.0,0.0,0.8,0.0,0.0,0.2,15
AU001112,main,qwen3_8b,RWKU,rwku_089,scratchpad,communication,none,0.0,0.0,1.0,0.0,0.0,0.2,15
AU001113,main,qwen3_8b,RWKU,rwku_089,scratchpad,target_context_memory,none,0.0,0.0,0.4,0.0,0.2,0.4,15
AU001114,main,qwen3_8b,RWKU,rwku_089,scratchpad,target_context_comm,none,0.0,0.0,1.0,0.0,0.0,0.2,15
AU001115,main,qwen3_8b,RWKU,rwku_089,scratchpad,target_memory_comm,none,0.0,0.0,1.0,0.0,0.0,0.2,15
AU001116,main,qwen3_8b,RWKU,rwku_089,scratchpad,full_inference,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001117,main,qwen3_8b,RWKU,rwku_089,hierarchical,none,none,0.2,0.0,1.0,0.0,0.0,0.0,15
AU001118,main,qwen3_8b,RWKU,rwku_089,hierarchical,global_context,none,0.0,0.0,1.0,0.0,0.0,0.2,15
AU001119,main,qwen3_8b,RWKU,rwku_089,hierarchical,target_context,none,0.0,0.0,1.0,0.0,0.0,0.0,15
AU001120,main,qwen3_8b,RWKU,rwku_089,hierarchical,target_memory,none,0.0,0.0,0.8,0.0,0.0,0.0,15
AU001121,main,qwen3_8b,RWKU,rwku_089,hierarchical,communication,none,0.2,0.0,1.0,0.0,0.0,0.0,15
AU001122,main,qwen3_8b,RWKU,rwku_089,hierarchical,target_context_memory,none,0.0,0.0,0.2,0.0,0.0,0.0,15
AU001123,main,qwen3_8b,RWKU,rwku_089,hierarchical,target_context_comm,none,0.0,0.0,1.0,0.0,0.0,0.0,15
AU001124,main,qwen3_8b,RWKU,rwku_089,hierarchical,target_memory_comm,none,0.0,0.0,0.8,0.0,0.0,0.0,15
AU001125,main,qwen3_8b,RWKU,rwku_089,hierarchical,full_inference,none,0.0,0.0,0.2,0.0,0.0,0.0,15
AU001126,main,qwen3_8b,RWKU,rwku_112,independent,none,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001127,main,qwen3_8b,RWKU,rwku_112,independent,global_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001128,main,qwen3_8b,RWKU,rwku_112,independent,target_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001129,main,qwen3_8b,RWKU,rwku_112,independent,target_memory,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001130,main,qwen3_8b,RWKU,rwku_112,independent,communication,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001131,main,qwen3_8b,RWKU,rwku_112,independent,target_context_memory,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001132,main,qwen3_8b,RWKU,rwku_112,independent,target_context_comm,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001133,main,qwen3_8b,RWKU,rwku_112,independent,target_memory_comm,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001134,main,qwen3_8b,RWKU,rwku_112,independent,full_inference,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001135,main,qwen3_8b,RWKU,rwku_112,sequential,none,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001136,main,qwen3_8b,RWKU,rwku_112,sequential,global_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001137,main,qwen3_8b,RWKU,rwku_112,sequential,target_context,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001138,main,qwen3_8b,RWKU,rwku_112,sequential,target_memory,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001139,main,qwen3_8b,RWKU,rwku_112,sequential,communication,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001140,main,qwen3_8b,RWKU,rwku_112,sequential,target_context_memory,none,0.0,0.0,0.8,0.0,0.0,0.6,15
AU001141,main,qwen3_8b,RWKU,rwku_112,sequential,target_context_comm,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001142,main,qwen3_8b,RWKU,rwku_112,sequential,target_memory_comm,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001143,main,qwen3_8b,RWKU,rwku_112,sequential,full_inference,none,0.0,0.0,0.8,0.0,0.0,0.6,15
AU001144,main,qwen3_8b,RWKU,rwku_112,debate,none,none,0.0,0.2,0.2,0.0,0.2,0.2,15
AU001145,main,qwen3_8b,RWKU,rwku_112,debate,global_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001146,main,qwen3_8b,RWKU,rwku_112,debate,target_context,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001147,main,qwen3_8b,RWKU,rwku_112,debate,target_memory,none,0.0,0.0,0.4,0.0,0.2,0.4,15
AU001148,main,qwen3_8b,RWKU,rwku_112,debate,communication,none,0.0,0.0,0.2,0.0,0.0,0.2,15
AU001149,main,qwen3_8b,RWKU,rwku_112,debate,target_context_memory,none,0.0,0.0,0.4,0.0,0.0,0.8,15
AU001150,main,qwen3_8b,RWKU,rwku_112,debate,target_context_comm,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001151,main,qwen3_8b,RWKU,rwku_112,debate,target_memory_comm,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001152,main,qwen3_8b,RWKU,rwku_112,debate,full_inference,none,0.0,0.0,0.4,0.0,0.0,0.8,15
AU001153,main,qwen3_8b,RWKU,rwku_112,scratchpad,none,none,0.6,0.0,0.4,0.4,0.0,0.4,15
AU001154,main,qwen3_8b,RWKU,rwku_112,scratchpad,global_context,none,0.6,0.0,1.0,0.6,0.0,1.0,15
AU001155,main,qwen3_8b,RWKU,rwku_112,scratchpad,target_context,none,0.6,0.0,0.4,0.4,0.0,0.4,15
AU001156,main,qwen3_8b,RWKU,rwku_112,scratchpad,target_memory,none,0.6,0.0,0.4,0.4,0.0,0.4,15
AU001157,main,qwen3_8b,RWKU,rwku_112,scratchpad,communication,none,0.6,0.0,0.4,0.4,0.0,0.4,15
AU001158,main,qwen3_8b,RWKU,rwku_112,scratchpad,target_context_memory,none,0.6,0.0,1.0,0.4,0.0,1.0,15
AU001159,main,qwen3_8b,RWKU,rwku_112,scratchpad,target_context_comm,none,0.6,0.0,0.4,0.4,0.0,0.4,15
AU001160,main,qwen3_8b,RWKU,rwku_112,scratchpad,target_memory_comm,none,0.6,0.0,0.4,0.4,0.0,0.4,15
AU001161,main,qwen3_8b,RWKU,rwku_112,scratchpad,full_inference,none,0.6,0.0,1.0,0.4,0.0,1.0,15
AU001162,main,qwen3_8b,RWKU,rwku_112,hierarchical,none,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001163,main,qwen3_8b,RWKU,rwku_112,hierarchical,global_context,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001164,main,qwen3_8b,RWKU,rwku_112,hierarchical,target_context,none,0.0,0.0,1.0,0.0,0.0,0.6,15
AU001165,main,qwen3_8b,RWKU,rwku_112,hierarchical,target_memory,none,0.0,0.0,1.0,0.0,0.0,0.6,15
AU001166,main,qwen3_8b,RWKU,rwku_112,hierarchical,communication,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001167,main,qwen3_8b,RWKU,rwku_112,hierarchical,target_context_memory,none,0.0,0.0,1.0,0.0,0.0,0.6,15
AU001168,main,qwen3_8b,RWKU,rwku_112,hierarchical,target_context_comm,none,0.0,0.0,1.0,0.0,0.0,0.6,15
AU001169,main,qwen3_8b,RWKU,rwku_112,hierarchical,target_memory_comm,none,0.0,0.0,1.0,0.0,0.0,0.6,15
AU001170,main,qwen3_8b,RWKU,rwku_112,hierarchical,full_inference,none,0.0,0.0,1.0,0.0,0.0,0.6,15
AU001171,main,qwen3_8b,RWKU,rwku_134,independent,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001172,main,qwen3_8b,RWKU,rwku_134,independent,global_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001173,main,qwen3_8b,RWKU,rwku_134,independent,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001174,main,qwen3_8b,RWKU,rwku_134,independent,target_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001175,main,qwen3_8b,RWKU,rwku_134,independent,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001176,main,qwen3_8b,RWKU,rwku_134,independent,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001177,main,qwen3_8b,RWKU,rwku_134,independent,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001178,main,qwen3_8b,RWKU,rwku_134,independent,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001179,main,qwen3_8b,RWKU,rwku_134,independent,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001180,main,qwen3_8b,RWKU,rwku_134,sequential,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001181,main,qwen3_8b,RWKU,rwku_134,sequential,global_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001182,main,qwen3_8b,RWKU,rwku_134,sequential,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001183,main,qwen3_8b,RWKU,rwku_134,sequential,target_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001184,main,qwen3_8b,RWKU,rwku_134,sequential,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001185,main,qwen3_8b,RWKU,rwku_134,sequential,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001186,main,qwen3_8b,RWKU,rwku_134,sequential,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001187,main,qwen3_8b,RWKU,rwku_134,sequential,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001188,main,qwen3_8b,RWKU,rwku_134,sequential,full_inference,none,0.0,0.0,0.2,0.0,0.0,0.0,15
AU001189,main,qwen3_8b,RWKU,rwku_134,debate,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001190,main,qwen3_8b,RWKU,rwku_134,debate,global_context,none,0.0,0.2,0.0,0.0,0.2,0.0,15
AU001191,main,qwen3_8b,RWKU,rwku_134,debate,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001192,main,qwen3_8b,RWKU,rwku_134,debate,target_memory,none,0.0,0.0,0.0,0.0,0.2,0.0,15
AU001193,main,qwen3_8b,RWKU,rwku_134,debate,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001194,main,qwen3_8b,RWKU,rwku_134,debate,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001195,main,qwen3_8b,RWKU,rwku_134,debate,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001196,main,qwen3_8b,RWKU,rwku_134,debate,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001197,main,qwen3_8b,RWKU,rwku_134,debate,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001198,main,qwen3_8b,RWKU,rwku_134,scratchpad,none,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001199,main,qwen3_8b,RWKU,rwku_134,scratchpad,global_context,none,0.0,0.6,0.0,0.2,0.0,0.0,15
AU001200,main,qwen3_8b,RWKU,rwku_134,scratchpad,target_context,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001201,main,qwen3_8b,RWKU,rwku_134,scratchpad,target_memory,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001202,main,qwen3_8b,RWKU,rwku_134,scratchpad,communication,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001203,main,qwen3_8b,RWKU,rwku_134,scratchpad,target_context_memory,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001204,main,qwen3_8b,RWKU,rwku_134,scratchpad,target_context_comm,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001205,main,qwen3_8b,RWKU,rwku_134,scratchpad,target_memory_comm,none,0.0,0.2,0.0,0.0,0.0,0.0,15
AU001206,main,qwen3_8b,RWKU,rwku_134,scratchpad,full_inference,none,0.0,0.2,0.2,0.0,0.2,0.0,15
AU001207,main,qwen3_8b,RWKU,rwku_134,hierarchical,none,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001208,main,qwen3_8b,RWKU,rwku_134,hierarchical,global_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001209,main,qwen3_8b,RWKU,rwku_134,hierarchical,target_context,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001210,main,qwen3_8b,RWKU,rwku_134,hierarchical,target_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001211,main,qwen3_8b,RWKU,rwku_134,hierarchical,communication,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001212,main,qwen3_8b,RWKU,rwku_134,hierarchical,target_context_memory,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001213,main,qwen3_8b,RWKU,rwku_134,hierarchical,target_context_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001214,main,qwen3_8b,RWKU,rwku_134,hierarchical,target_memory_comm,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001215,main,qwen3_8b,RWKU,rwku_134,hierarchical,full_inference,none,0.0,0.0,0.0,0.0,0.0,0.0,15
AU001216,main,qwen3_8b,RWKU,rwku_156,independent,none,none,0.0,0.0,1.0,0.0,0.0,1.0,15
AU001217,main,qwen3_8b,RWKU,rwku_156,independent,global_context,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001218,main,qwen3_8b,RWKU,rwku_156,independent,target_context,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001219,main,qwen3_8b,RWKU,rwku_156,independent,target_memory,none,0.0,0.0,0.4,0.0,0.0,0.4,15
AU001220,main,qwen3_8b,RWKU,rwku_156,independent,communication,none,0.0,0.0,1.0,0.0,0.0,1.0,15
