metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
drr_target,3721,0.21074979844127925,0.36958637446313336,0.006058793023985793,0.0,0.0,0.2,0.0,1.0,0.1988745641142671,0.2226250327682914
irr_target,3125,0.24582400000000001,0.398748844799823,0.0071330361833753415,0.0,0.0,0.4,0.0,1.0,0.23184324908058435,0.2598047509194157
retention_target,3685,0.4337584803256445,0.44391177834227563,0.007312702781305101,0.2,0.0,1.0,0.0,1.0,0.4194255828742865,0.44809137777700253
drr_system,3721,0.30507927976350446,0.4203665840068507,0.006891255475522142,0.0,0.0,0.8,0.0,1.0,0.29157241903148107,0.31858614049552786
irr_system,3125,0.299904,0.42755969070589117,0.0076484202628572615,0.0,0.0,0.8,0.0,1.0,0.28491309628479977,0.31489490371520024
retention_system,3685,0.4002170963364994,0.45360177182831873,0.00747232918856294,0.0,0.0,1.0,0.0,1.0,0.385571331126916,0.41486286154608276
n_scored_probes,3721,14.150765923138941,2.002446106098165,0.03282698534587156,15.0,15.0,15.0,5.0,15.0,14.086425031861033,14.215106814416849
