topology,intervention,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
debate,communication,drr_target,45,0.2,0.3592922335521728,0.053560123867359276,0.0,0.0,0.2,0.0,1.0,0.09502215721997584,0.30497784278002416
debate,communication,irr_target,39,0.18974358974358976,0.3611348135755515,0.05782785097259738,0.0,0.0,0.0,0.0,1.0,0.0764010018372989,0.3030861776498806
debate,communication,retention_target,45,0.19555555555555557,0.33706996546141815,0.05024742372968248,0.0,0.0,0.4,0.0,1.0,0.0970706050453779,0.29404050606573323
debate,communication,drr_system,45,0.26222222222222225,0.40859453612290875,0.06090967720038782,0.0,0.0,0.4,0.0,1.0,0.14283925490946212,0.38160518953498235
debate,communication,irr_system,39,0.19999999999999998,0.3727564465184374,0.05968880159994208,0.0,0.0,0.1,0.0,1.0,0.0830099488641135,0.31699005113588646
debate,communication,retention_system,45,0.19555555555555557,0.3316320219457071,0.04943678297242021,0.0,0.0,0.4,0.0,1.0,0.09865946092961195,0.2924516501814992
debate,communication,n_scored_probes,45,14.333333333333334,1.718879127380822,0.25623537159526916,15.0,15.0,15.0,10.0,15.0,13.831112005006606,14.835554661660062
debate,full_inference,drr_target,204,0.022549019607843137,0.07990987872751355,0.005594810584961537,0.0,0.0,0.0,0.0,0.6,0.011583190861318524,0.03351484835436775
debate,full_inference,irr_target,167,0.1844311377245509,0.3307487030462404,0.025594103054771503,0.0,0.0,0.2,0.0,1.0,0.13426669573719874,0.23459557971190304
debate,full_inference,retention_target,200,0.342,0.3807371849716028,0.02692218453432972,0.2,0.0,0.8,0.0,1.0,0.2892325183127138,0.39476748168728626
debate,full_inference,drr_system,204,0.29901960784313725,0.4022094393611063,0.028160293377271432,0.0,0.0,0.6,0.0,1.0,0.24382543282368524,0.35421378286258925
debate,full_inference,irr_system,167,0.3065868263473054,0.3937979612482025,0.03047300113384368,0.0,0.0,0.6,0.0,1.0,0.24685974412497177,0.36631390856963897
debate,full_inference,retention_system,200,0.376,0.4413592527066231,0.031208812052828026,0.0,0.0,1.0,0.0,1.0,0.3148307283764571,0.4371692716235429
debate,full_inference,n_scored_probes,204,13.995098039215685,2.2404643014133176,0.15686387701223983,15.0,15.0,15.0,5.0,15.0,13.687644840271695,14.302551238159676
debate,global_context,drr_target,45,0.031111111111111114,0.09492155187364465,0.014150069501282798,0.0,0.0,0.0,0.0,0.4,0.0033769748885968294,0.058845247333625395
debate,global_context,irr_target,39,0.08205128205128205,0.2138270265914594,0.03423972700172167,0.0,0.0,0.0,0.0,1.0,0.014941417127907586,0.14916114697465652
debate,global_context,retention_target,45,0.1822222222222222,0.3069563848859024,0.04575835618216445,0.0,0.0,0.2,0.0,1.0,0.09253584410517988,0.2719086003392645
debate,global_context,drr_system,45,0.031111111111111114,0.09492155187364465,0.014150069501282798,0.0,0.0,0.0,0.0,0.4,0.0033769748885968294,0.058845247333625395
debate,global_context,irr_system,39,0.08205128205128205,0.2138270265914594,0.03423972700172167,0.0,0.0,0.0,0.0,1.0,0.014941417127907586,0.14916114697465652
debate,global_context,retention_system,45,0.1822222222222222,0.3069563848859024,0.04575835618216445,0.0,0.0,0.2,0.0,1.0,0.09253584410517988,0.2719086003392645
debate,global_context,n_scored_probes,45,14.333333333333334,1.718879127380822,0.25623537159526916,15.0,15.0,15.0,10.0,15.0,13.831112005006606,14.835554661660062
debate,none,drr_target,109,0.24770642201834864,0.40724829314951166,0.03900731197900512,0.0,0.0,0.4,0.0,1.0,0.17125209053949858,0.3241607534971987
debate,none,irr_target,91,0.20000000000000004,0.373571352696584,0.03916091844655247,0.0,0.0,0.2,0.0,1.0,0.12324459984475719,0.2767554001552429
debate,none,retention_target,105,0.19809523809523813,0.33339193624049035,0.032535721489754726,0.0,0.0,0.4,0.0,1.0,0.13432522397531887,0.2618652522151574
debate,none,drr_system,109,0.24770642201834864,0.40724829314951166,0.03900731197900512,0.0,0.0,0.4,0.0,1.0,0.17125209053949858,0.3241607534971987
debate,none,irr_system,91,0.20000000000000004,0.373571352696584,0.03916091844655247,0.0,0.0,0.2,0.0,1.0,0.12324459984475719,0.2767554001552429
debate,none,retention_system,105,0.19809523809523813,0.33339193624049035,0.032535721489754726,0.0,0.0,0.4,0.0,1.0,0.13432522397531887,0.2618652522151574
debate,none,n_scored_probes,109,13.990825688073395,2.432402458339083,0.23298190108337202,15.0,15.0,15.0,5.0,15.0,13.534181161949986,14.447470214196803
debate,parameter_only,drr_target,20,0.55,0.47183850939422955,0.10550629814076704,0.8,0.0,1.0,0.0,1.0,0.34320765564409667,0.7567923443559035
debate,parameter_only,irr_target,16,0.5874999999999999,0.4470272176650246,0.11175680441625616,0.7,0.15000000000000002,1.0,0.0,1.0,0.36845666334413785,0.806543336655862
debate,parameter_only,retention_target,20,0.48,0.4225237458291234,0.09447918177817631,0.5,0.0,1.0,0.0,1.0,0.2948208037147744,0.6651791962852256
debate,parameter_only,drr_system,20,0.5700000000000001,0.45549279270974896,0.10185128477602193,0.8,0.0,1.0,0.0,1.0,0.3703714818389971,0.769628518161003
debate,parameter_only,irr_system,16,0.5875,0.45295327205647457,0.11323831801411864,0.8,0.15000000000000002,1.0,0.0,1.0,0.3655528966923275,0.8094471033076726
debate,parameter_only,retention_system,20,0.48,0.412438193136735,0.09222398363709267,0.5,0.0,1.0,0.0,1.0,0.2992409920712984,0.6607590079287016
debate,parameter_only,n_scored_probes,20,14.0,2.051956704170308,0.45883146774112343,15.0,15.0,15.0,10.0,15.0,13.100690323227399,14.899309676772601
debate,parameter_plus_comm,drr_target,20,0.53,0.46464474261752414,0.10389772298806775,0.6,0.0,1.0,0.0,1.0,0.3263604629433873,0.7336395370566128
debate,parameter_plus_comm,irr_target,16,0.625,0.41231056256176607,0.10307764064044152,0.8,0.30000000000000004,1.0,0.0,1.0,0.4229678243447346,0.8270321756552654
debate,parameter_plus_comm,retention_target,20,0.48,0.4225237458291234,0.09447918177817631,0.5,0.0,1.0,0.0,1.0,0.2948208037147744,0.6651791962852256
debate,parameter_plus_comm,drr_system,20,0.5700000000000001,0.45549279270974896,0.10185128477602193,0.8,0.0,1.0,0.0,1.0,0.3703714818389971,0.769628518161003
debate,parameter_plus_comm,irr_system,16,0.6,0.42583251793790167,0.10645812948447542,0.7,0.30000000000000004,1.0,0.0,1.0,0.39134206621042816,0.8086579337895718
debate,parameter_plus_comm,retention_system,20,0.48,0.412438193136735,0.09222398363709267,0.5,0.0,1.0,0.0,1.0,0.2992409920712984,0.6607590079287016
debate,parameter_plus_comm,n_scored_probes,20,14.0,2.051956704170308,0.45883146774112343,15.0,15.0,15.0,10.0,15.0,13.100690323227399,14.899309676772601
debate,target_context,drr_target,45,0.21777777777777776,0.35629972628321643,0.05311402722225603,0.0,0.0,0.4,0.0,1.0,0.11367428442215595,0.3218812711333996
debate,target_context,irr_target,39,0.17435897435897438,0.3184815525666065,0.0509978630334685,0.0,0.0,0.2,0.0,1.0,0.07440316281337611,0.27431478590457264
debate,target_context,retention_target,45,0.17777777777777778,0.28355606218883844,0.0422700420324267,0.0,0.0,0.2,0.0,1.0,0.09492849539422145,0.26062706016133413
debate,target_context,drr_system,45,0.25333333333333335,0.3847076812334269,0.05734883511361751,0.0,0.0,0.4,0.0,1.0,0.14092961651064304,0.36573705015602365
debate,target_context,irr_system,39,0.19487179487179487,0.35388722404380535,0.05666730784134179,0.0,0.0,0.2,0.0,1.0,0.08380387150276497,0.3059397182408248
debate,target_context,retention_system,45,0.24000000000000002,0.3707486283919948,0.05526794237662059,0.0,0.0,0.4,0.0,1.0,0.13167483294182367,0.3483251670581764
debate,target_context,n_scored_probes,45,14.333333333333334,1.718879127380822,0.25623537159526916,15.0,15.0,15.0,10.0,15.0,13.831112005006606,14.835554661660062
debate,target_context_comm,drr_target,65,0.11692307692307692,0.2826046436550267,0.03505279196942907,0.0,0.0,0.0,0.0,1.0,0.04821960466299595,0.1856265491831579
debate,target_context_comm,irr_target,55,0.23272727272727273,0.3863670033523325,0.05209771610409551,0.0,0.0,0.5,0.0,1.0,0.13061574916324553,0.3348387962912999
debate,target_context_comm,retention_target,65,0.24000000000000002,0.3431471987354698,0.042562171720184366,0.0,0.0,0.4,0.0,1.0,0.15657814342843868,0.32342185657156136
debate,target_context_comm,drr_system,65,0.36000000000000004,0.43185645763378366,0.05356520110324211,0.0,0.0,0.8,0.0,1.0,0.2550122058376455,0.4649877941623546
debate,target_context_comm,irr_system,55,0.3090909090909091,0.4015122927285306,0.05413990650697527,0.0,0.0,0.8,0.0,1.0,0.20297669233723756,0.4152051258445806
debate,target_context_comm,retention_system,65,0.3507692307692308,0.43449794192661206,0.05389283690642464,0.0,0.0,0.8,0.0,1.0,0.24513927043263847,0.45639919110582305
debate,target_context_comm,n_scored_probes,65,14.23076923076923,1.818045230883561,0.22550075768381872,15.0,15.0,15.0,10.0,15.0,13.788787745708944,14.672750715829515
debate,target_context_memory,drr_target,204,0.3049019607843137,0.4060812243681229,0.028431372549019607,0.0,0.0,0.8,0.0,1.0,0.24917647058823528,0.3606274509803921
debate,target_context_memory,irr_target,167,0.32455089820359284,0.4021728732574192,0.031121071282159782,0.0,0.0,0.8,0.0,1.0,0.26355359849055965,0.38554819791662603
debate,target_context_memory,retention_target,200,0.33799999999999997,0.377981946339761,0.026727359742293472,0.2,0.0,0.6,0.0,1.0,0.2856143749051048,0.39038562509489516
debate,target_context_memory,drr_system,204,0.3421568627450981,0.43081690635345465,0.030163216691465135,0.0,0.0,0.8,0.0,1.0,0.2830369580298264,0.4012767674603698
debate,target_context_memory,irr_system,167,0.3305389221556886,0.40355537009058834,0.0312280520990009,0.0,0.0,0.8,0.0,1.0,0.26933194004164684,0.3917459042697303
debate,target_context_memory,retention_system,200,0.371,0.4412852403112786,0.03120357858616403,0.0,0.0,1.0,0.0,1.0,0.3098409859711185,0.4321590140288815
debate,target_context_memory,n_scored_probes,204,13.995098039215685,2.2404643014133176,0.15686387701223983,15.0,15.0,15.0,5.0,15.0,13.687644840271695,14.302551238159676
debate,target_memory,drr_target,45,0.24000000000000002,0.39450774851245146,0.058809742888282196,0.0,0.0,0.2,0.0,1.0,0.12473290393896691,0.3552670960610331
debate,target_memory,irr_target,39,0.18974358974358976,0.372611602352674,0.05966560797108895,0.0,0.0,0.0,0.0,1.0,0.07279899812025543,0.3066881813669241
debate,target_memory,retention_target,45,0.17777777777777778,0.2930163576638442,0.043680299617049806,0.0,0.0,0.4,0.0,1.0,0.09216439052836016,0.2633911650271954
debate,target_memory,drr_system,45,0.26666666666666666,0.39080336836735774,0.058257526500353526,0.0,0.0,0.4,0.0,1.0,0.15248191472597375,0.3808514186073596
debate,target_memory,irr_system,39,0.21025641025641023,0.36403793309783405,0.05829272214197599,0.0,0.0,0.2,0.0,1.0,0.0960026748581373,0.32451014565468317
debate,target_memory,retention_system,45,0.2,0.33574882386580707,0.05005047956863655,0.0,0.0,0.4,0.0,1.0,0.10190106004547238,0.29809893995452763
debate,target_memory,n_scored_probes,45,14.333333333333334,1.718879127380822,0.25623537159526916,15.0,15.0,15.0,10.0,15.0,13.831112005006606,14.835554661660062
debate,target_memory_comm,drr_target,45,0.2,0.3464101615137755,0.05163977794943223,0.0,0.0,0.2,0.0,1.0,0.09878603521911283,0.3012139647808872
debate,target_memory_comm,irr_target,39,0.21025641025641023,0.38919273522921227,0.06232071416660585,0.0,0.0,0.1,0.0,1.0,0.08810781048986276,0.3324050100229577
debate,target_memory_comm,retention_target,45,0.17777777777777778,0.30517423405542143,0.04549268882195691,0.0,0.0,0.4,0.0,1.0,0.08861210768674224,0.2669434478688133
debate,target_memory_comm,drr_system,45,0.2755555555555555,0.4006560276911512,0.05972627423416348,0.0,0.0,0.4,0.0,1.0,0.15849205805659505,0.39261905305451594
debate,target_memory_comm,irr_system,39,0.19487179487179487,0.35684931063310915,0.057141621298297814,0.0,0.0,0.2,0.0,1.0,0.08287421712713117,0.3068693726164586
debate,target_memory_comm,retention_system,45,0.2,0.33574882386580707,0.05005047956863655,0.0,0.0,0.4,0.0,1.0,0.10190106004547238,0.29809893995452763
debate,target_memory_comm,n_scored_probes,45,14.333333333333334,1.718879127380822,0.25623537159526916,15.0,15.0,15.0,10.0,15.0,13.831112005006606,14.835554661660062
hierarchical,communication,drr_target,45,0.32,0.4459922543151292,0.06648459987246684,0.0,0.0,1.0,0.0,1.0,0.189690184249965,0.45030981575003504
hierarchical,communication,irr_target,39,0.241025641025641,0.41594404274332036,0.06660435165071214,0.0,0.0,0.30000000000000004,0.0,1.0,0.1104811117902452,0.3715701702610368
