model_id,topology,intervention,metric,n,mean,std,sem,median,q25,q75,min,max,ci95_low,ci95_high
qwen25coder_14b,scratchpad,none,drr_system,15,0.24000000000000002,0.422238930329398,0.10902162301907949,0.0,0.0,0.3,0.0,1.0,0.026317618882604227,0.4536823811173958
qwen25coder_14b,scratchpad,none,irr_system,13,0.3076923076923077,0.45177711772793905,0.12530042792687812,0.0,0.0,0.8,0.0,1.0,0.0621034689556266,0.5532811464289888
qwen25coder_14b,scratchpad,none,retention_system,15,0.21333333333333335,0.38889342400983745,0.100411850309312,0.0,0.0,0.2,0.0,1.0,0.016526106727081824,0.41014055993958487
qwen25coder_14b,scratchpad,none,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
qwen25coder_14b,scratchpad,target_context_memory,drr_target,15,0.3733333333333333,0.47729395953596965,0.1232367704352138,0.0,0.0,0.9,0.0,1.0,0.13178926328031423,0.6148774033863523
qwen25coder_14b,scratchpad,target_context_memory,irr_target,13,0.3692307692307692,0.4607685886729827,0.1277942132756627,0.0,0.0,0.8,0.0,1.0,0.1187541112104703,0.6197074272510681
qwen25coder_14b,scratchpad,target_context_memory,retention_target,15,0.6933333333333334,0.4333699618219102,0.11189564299218681,1.0,0.30000000000000004,1.0,0.0,1.0,0.4740178730686472,0.9126487935980195
qwen25coder_14b,scratchpad,target_context_memory,drr_system,15,0.25333333333333335,0.4172472146045292,0.1077327675609849,0.0,0.0,0.4,0.0,1.0,0.04217710891380294,0.46448955775286377
qwen25coder_14b,scratchpad,target_context_memory,irr_system,13,0.3076923076923077,0.45177711772793905,0.12530042792687812,0.0,0.0,0.8,0.0,1.0,0.0621034689556266,0.5532811464289888
qwen25coder_14b,scratchpad,target_context_memory,retention_system,15,0.21333333333333335,0.38889342400983745,0.100411850309312,0.0,0.0,0.2,0.0,1.0,0.016526106727081824,0.41014055993958487
qwen25coder_14b,scratchpad,target_context_memory,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
qwen25coder_1p5b,debate,full_inference,drr_target,15,0.013333333333333334,0.051639777949432225,0.013333333333333332,0.0,0.0,0.0,0.0,0.2,-0.012799999999999997,0.039466666666666664
qwen25coder_1p5b,debate,full_inference,irr_target,13,0.04615384615384615,0.1664100588675687,0.04615384615384615,0.0,0.0,0.0,0.0,0.6,-0.044307692307692305,0.1366153846153846
qwen25coder_1p5b,debate,full_inference,retention_target,15,0.16000000000000003,0.3135055251278904,0.08094677851762203,0.0,0.0,0.2,0.0,1.0,0.0013443141054608754,0.3186556858945392
qwen25coder_1p5b,debate,full_inference,drr_system,15,0.13333333333333333,0.25819888974716115,0.06666666666666667,0.0,0.0,0.1,0.0,0.8,0.0026666666666666783,0.264
qwen25coder_1p5b,debate,full_inference,irr_system,13,0.13846153846153847,0.3096731113568563,0.08588786781766272,0.0,0.0,0.0,0.0,1.0,-0.02987868246108047,0.30680175938415744
qwen25coder_1p5b,debate,full_inference,retention_system,15,0.12000000000000001,0.2908116719999879,0.07508725083591246,0.0,0.0,0.0,0.0,1.0,-0.027171011638388406,0.2671710116383884
qwen25coder_1p5b,debate,full_inference,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
qwen25coder_1p5b,debate,none,drr_target,15,0.2,0.3854496446637727,0.09952267030562387,0.0,0.0,0.1,0.0,1.0,0.004935566200977237,0.3950644337990228
qwen25coder_1p5b,debate,none,irr_target,13,0.16923076923076924,0.34492659940103043,0.09566542618552629,0.0,0.0,0.0,0.0,1.0,-0.01827346609286229,0.35673500455440077
qwen25coder_1p5b,debate,none,retention_target,15,0.08,0.2596701204000403,0.06704653678780205,0.0,0.0,0.0,0.0,1.0,-0.05141121210409201,0.21141121210409203
qwen25coder_1p5b,debate,none,drr_system,15,0.2,0.3854496446637727,0.09952267030562387,0.0,0.0,0.1,0.0,1.0,0.004935566200977237,0.3950644337990228
qwen25coder_1p5b,debate,none,irr_system,13,0.16923076923076924,0.34492659940103043,0.09566542618552629,0.0,0.0,0.0,0.0,1.0,-0.01827346609286229,0.35673500455440077
qwen25coder_1p5b,debate,none,retention_system,15,0.08,0.2596701204000403,0.06704653678780205,0.0,0.0,0.0,0.0,1.0,-0.05141121210409201,0.21141121210409203
qwen25coder_1p5b,debate,none,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
qwen25coder_1p5b,debate,target_context_memory,drr_target,15,0.10666666666666667,0.23744673588186552,0.06130848357878508,0.0,0.0,0.0,0.0,0.8,-0.013497961147752077,0.2268312944810854
qwen25coder_1p5b,debate,target_context_memory,irr_target,13,0.15384615384615385,0.31784530990033655,0.08815442788549273,0.0,0.0,0.0,0.0,1.0,-0.01893652480941188,0.3266288325017196
qwen25coder_1p5b,debate,target_context_memory,retention_target,15,0.16000000000000003,0.3135055251278904,0.08094677851762203,0.0,0.0,0.2,0.0,1.0,0.0013443141054608754,0.3186556858945392
qwen25coder_1p5b,debate,target_context_memory,drr_system,15,0.17333333333333334,0.3369329451445934,0.08699571235557516,0.0,0.0,0.1,0.0,1.0,0.0028217371164060423,0.34384492955026064
qwen25coder_1p5b,debate,target_context_memory,irr_system,13,0.15384615384615385,0.31784530990033655,0.08815442788549273,0.0,0.0,0.0,0.0,1.0,-0.01893652480941188,0.3266288325017196
qwen25coder_1p5b,debate,target_context_memory,retention_system,15,0.12000000000000001,0.2908116719999879,0.07508725083591246,0.0,0.0,0.0,0.0,1.0,-0.027171011638388406,0.2671710116383884
qwen25coder_1p5b,debate,target_context_memory,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
qwen25coder_1p5b,independent,full_inference,drr_target,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_1p5b,independent,full_inference,irr_target,13,0.015384615384615385,0.05547001962252291,0.015384615384615385,0.0,0.0,0.0,0.0,0.2,-0.01476923076923077,0.04553846153846154
qwen25coder_1p5b,independent,full_inference,retention_target,15,0.5866666666666667,0.46270426634648415,0.11946972785193694,0.8,0.0,1.0,0.0,1.0,0.3525060000768703,0.8208273332564631
qwen25coder_1p5b,independent,full_inference,drr_system,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen25coder_1p5b,independent,full_inference,irr_system,13,0.015384615384615385,0.05547001962252291,0.015384615384615385,0.0,0.0,0.0,0.0,0.2,-0.01476923076923077,0.04553846153846154
qwen25coder_1p5b,independent,full_inference,retention_system,15,0.5866666666666667,0.46270426634648415,0.11946972785193694,0.8,0.0,1.0,0.0,1.0,0.3525060000768703,0.8208273332564631
qwen25coder_1p5b,independent,full_inference,n_scored_probes,15,14.333333333333334,1.7593288763724917,0.4542567625794978,15.0,15.0,15.0,10.0,15.0,13.442990078677518,15.22367658798915
qwen25coder_1p5b,independent,none,drr_target,15,0.2,0.4140393356054126,0.10690449676496977,0.0,0.0,0.0,0.0,1.0,-0.009532813659340722,0.40953281365934074
qwen25coder_1p5b,independent,none,irr_target,13,0.3384615384615385,0.4717670002915661,0.13084462381715972,0.0,0.0,1.0,0.0,1.0,0.08200607577990543,0.5949170011431715
